id,triggerDesc,actionDesc
fUvucwTk,WHEN every time your Myfox security system detects an intrusion,", THEN turn on the selected light(s)"
fV2w5UYP,WHEN a selected member arrives,", THEN set your aura to guardian scene"
fVEsfm84,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
fVKnDbxp,WHEN Aura detects motion,", THEN set your aura to guardian scene"
fVePEULa,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
fVqdHtz7,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
fVwBjcPU,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
fVzAC564,WHEN the specified device is set to cool mode,", THEN turn off your hue lights"
fWCq9Jt6,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
fWUBEDNA,WHEN once a year on the date and time you specify,", THEN change the color of your lights"
fWcAMShG,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
fWsBQMjE,WHEN every time the home you specify is set to Away,", THEN turn off your hue lights"
fX2DxeSK,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
fYHBaSjF,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
fYSCGive,WHEN every time you complete an item on your To Do List,", THEN dim or brighten your hue lights to a value between 0-100"
fYViwt4F,WHEN every time your Android device connects to a WiFi network you specify,", THEN set the current room temperature to a level of your choice"
fYZgbkfv,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
fYh6ykj9,WHEN every time your WeMo Switch is turned off,", THEN turn a wemo switch on"
fYi2BNxQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
fYwQ3Tdg,WHEN a vehicle enters one of its geo-circles,", THEN turn on your hue lights"
fZCbUG47,WHEN every time your Android device connects to any WiFi network,", THEN turn your lights off if they are on, and turn them on if they are off"
fZFhYGUd,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
fZQ97TEW,WHEN every time a new tweet matches your search query,", THEN briefly turn your hue lights off THEN back on"
fZXrpWqz,WHEN every time the temperature at your WeatherFlow Tempest Station drops below a value that you select,", THEN set a nest thermostat in heat-cool mode to the temperature range you specify"
fZaYzxhn,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
fZenxL4r,WHEN a selected member arrives,", THEN set your aura to guardian scene"
fZravnym,WHEN a selected member leaves,", THEN set your aura to away scene"
fZxe53dH,WHEN every time your alarm goes off,", THEN turn on a device"
faDmAWY9,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your hue lights"
fahximKe,WHEN a selected member arrives,", THEN set your aura to away scene"
fbFp97x3,WHEN Aura detects motion,", THEN set your aura to away scene"
fbFwV4ph,WHEN every time you exit an area you specify,", THEN turn off your air conditioner"
fbNDFU5p,WHEN every time the temperature drops below the chosen value,", THEN turn on the selected light(s)"
fbVL2Jdz,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
fbfnQMW5,WHEN Aura detects motion when set to Night scene,", THEN set your aura to guardian scene"
fcYpsEdh,WHEN every time your A/C unit detects temperatures below a value you specify,", THEN turn your intesishome a/c on"
fdm5ubc8,WHEN Aura detects motion,", THEN set your aura to away scene"
fdnk3WRb,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN dim or brighten your hue lights to a value between 0-100"
fdvE9iSg,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on your hue lights"
feGCN6Tc,WHEN only on specific days of the week at the time you provide,", THEN activate the scene that you choose"
feZt5uLq,WHEN Aura detects motion,", THEN set your aura to guardian scene"
fehnzQpr,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
feiFkwmN,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
ff4Qa5Gp,WHEN every time a device disconnects from Google Wifi,", THEN set a nest thermostat in heat-cool mode to the temperature range you specify"
ff9Srqvu,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
ffJV3S5g,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
ffXh8Cz2,WHEN Aura detects motion,", THEN set your aura to away scene"
ffmHiMTp,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
ffxHkE45,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
fgYdfLuS,"WHEN whenever the carbon intensity changes for the ComEd service territory, use this trigger to help lower your carbon footprint by reducing your energy during high carbon times",", THEN change the color of your hue lights"
fgd6VHMY,WHEN a selected member arrives,", THEN set your aura to guardian scene"
fgna5NEs,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your lights"
fhJdARHN,WHEN a scheduled meeting ends,", THEN turn off the device/group of your choosing"
fhKzid4j,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
fhViFnKj,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
fhgpZHqK,WHEN every time you enter an area you specify,", THEN dim or brighten your hue lights to a value between 0-100"
fhmsa3LW,WHEN every time you press the button,", THEN activate a scene"
fht5YHRu,WHEN every time you exit an area you specify,", THEN send an infrared signal to control your home appliances"
fhybdv6w,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
fi3FgHAx,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
finRsEw7,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
fj4JVKke,WHEN every time the camera detects motion,", THEN turn on the selected light(s)"
fj9pgK6G,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
fjJGyzF8,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
fjksUhKu,WHEN within 15 minutes of the sunset in your location,", THEN turn on a device"
fjvFGweA,WHEN every time you receive an SMS on your Android device that matches a search you specify,", THEN turn on your hue lights"
fkABXLwx,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
fkSiMyQx,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
fkZuwJvV,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene"
fkm8hD5T,WHEN every time you press the button,", THEN turn your lights off if they are on, and turn them on if they are off"
fkuTGmEH,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN turn off your hue lights"
fkzHYZ3R,WHEN a selected member arrives,", THEN set your aura to away scene"
fmH5Q9ec,WHEN every time you exit an area you specify,", THEN turn your lights off"
fmYUM6vg,WHEN Aura detects motion,", THEN set your aura to away scene"
fn3TyUQr,WHEN only on specific days of the week at the time you provide,", THEN change the color of your hue lights to match the dominant colors found in an image you specify"
fnxBh56V,WHEN every time your SmartThings device's presence is no longer detected,", THEN set a nest thermostat to the temperature you specify"
fp2u6aUe,WHEN the device turns on,", THEN turn off a device"
fpBAUwxG,WHEN a selected member arrives,", THEN set your aura to guardian scene"
fpN3FzHa,WHEN every time a specific user you are subscribed to makes a new video public,", THEN set your lights to a specified brightness"
fpk6b8z4,WHEN every time the preheating phase has finished,", THEN turn on the ambient light of your hood with the selected color"
fqKyjgWS,WHEN within 15 minutes of the sunset in your location,", THEN turn on a slow color loop effect for your hue lights"
fqsAJSpH,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene"
fqwmfbEe,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
fr8qzaYB,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
frwEmGJY,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN turn a wemo light switch off"
frwScbBa,WHEN a selected member leaves,", THEN set your aura to away scene"
fscAnLPq,WHEN a selected member arrives,", THEN set your aura to home scene"
fswX8pfg,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
ftDsPnkq,WHEN every single day at a specific time set by you,", THEN change the color of your lights"
ftc6N5TQ,WHEN every single day at a specific time set by you,", THEN turn on the pivot power genius outlet you specify"
ftnRzHGq,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
ftnsCkDW,WHEN every time IFTTT receives a specific event from Apilio,", THEN turn your intesishome a/c on"
ftugQ5ha,WHEN every time a specific user you are subscribed to makes a new video public,", THEN change the color of your hue lights"
fuB7mngv,WHEN every time your Android device connects to a WiFi network you specify,", THEN turn your aros a/c on and set to a temperature you specify"
fuDTKfaY,WHEN Aura detects motion,", THEN set your aura to guardian scene"
funBgceh,WHEN every time your timer goes off,", THEN briefly turn your hue lights off THEN back on"
fvG4aqBT,WHEN every time a new item is added to the feed you specify,", THEN turn a wemo switch on THEN immediately back off"
fvLUgN3t,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
fvYDckhj,WHEN every time your WeMo Light Switch is turned on,", THEN turn a wemo light switch on"
fvaPdq4h,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
fvk36WLw,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN briefly turn your hue lights off THEN back on"
fwsvpEd7,WHEN once a year on the date and time you specify,", THEN turn on a slow color loop effect for your hue lights"
fwuitmqN,WHEN every time your timer goes off,", THEN turn on a slow color loop effect for your hue lights"
fx5cWtRH,WHEN every time you enter an area you specify,", THEN set the thermostat into a hold using the settings from the specified comfort profile"
fxJfzkEM,WHEN every time you exit an area you specify,", THEN set a nest thermostat to the temperature you specify"
fxRk9uaw,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn your hive light off for a specific duration"
fxuw7Nei,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene"
fyHKM7b3,WHEN every time you receive an SMS on your Android device that matches a search you specify,", THEN toggle a device"
fyLZ6DnG,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
fymgCxeQ,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
fzD2aXZs,WHEN every time the Twitter user you specify tweets,", THEN change the color of your hue lights"
fzcaNhqH,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
fzmEVKuP,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
fzmcuUWi,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on a slow color loop effect for your hue lights"
g2LCsHgD,WHEN every time you enter an area you specify,", THEN turn a wemo switch on"
g2NegPyF,WHEN the scene is changed to the selected scene,", THEN set your aura to night scene"
g2YyzatD,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN temporarily cool the refrigerator at maximum power"
g3c4gdkW,WHEN the ambient temperature read on your device is above or below the configured value,", THEN turn the specified product on"
g3dEUPp6,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
g3enuFtY,"WHEN a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location",", THEN set a specific device on heat mode"
g3gzBp8N,WHEN every time a song is played on Amazon Prime Music,", THEN change the color of a light bulb"
g3hyZzBx,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene"
g3n5dpRL,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
g45dNxzD,WHEN the selected Swann security device detects  motion,", THEN turn on a device"
g4Jn9jHg,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN set a nest thermostat to the temperature you specify"
g4NGbJhr,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
g4RzHDbK,WHEN every time you press the button,", THEN set a specific device on cool mode"
g4Yc98PG,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
g53x49fr,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene"
g5GeyqHK,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your lights"
g5KbxBuD,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
g5WcTwHg,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
g5kZqC76,WHEN every time your home exits away mode,", THEN turn on the selected light(s)"
g6dwmMYx,WHEN every time you leave any voicemail at your IFTTT phone number,", THEN turn on your smartthings devices that support switching on"
g6gYLhAU,WHEN every time a new photo is added to your camera roll,", THEN briefly turn your hue lights off THEN back on"
g6xysfBa,WHEN a selected member arrives,", THEN set your aura to guardian scene"
g7GphF4L,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
g7LZ3rX9,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
g7SQKXD9,WHEN a selected member arrives,", THEN set your aura to guardian scene"
g7Xxa4Bw,WHEN every time you press the button,", THEN turn your lights off"
g7iPuUq2,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
g8WgdK2H,WHEN every time your timer goes off,", THEN make your lights slowly breathe the color of your choice"
g8s5JZiF,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN start the selected coffee world program with your preferred settings"
g9EyiXVK,"WHEN an issue occurs, such as Low Battery, Device Offline, etc",", THEN turns on the selected group of wemo lights"
g9wpdUji,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
gArHpzUc,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene"
gAsD35pm,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gAvaDsZz,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
gAzpEeCH,WHEN every single day at a specific time set by you,", THEN turn a wemo insight switch on THEN immediately back off"
gBQtUbfz,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene"
gBWdnzhY,WHEN every time your WeMo Switch is turned on,", THEN turn a wemo switch on"
gBX8zFmR,WHEN the scene is changed to the selected scene,", THEN set your aura to night scene"
gBgRScvz,WHEN your Arlo device detects motion,", THEN briefly turn your hue lights off THEN back on"
gBgjYTXa,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gBy27AaQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gC4m6JMH,WHEN every time your Android device connects to a WiFi network you specify,", THEN unpause your thermosmart, i"
gCAYcnSp,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your hue lights"
gCGVY3RJ,WHEN a selected member arrives,", THEN set your aura to guardian scene"
gCTda3g9,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN set your honeywell thermostat to resume the currently defined thermostat programmed schedule"
gCWDHivM,WHEN every time IFTTT receives a specific event from Apilio,", THEN set thermostat to a specific temperature in current mode"
gCsS7U9u,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene"
gDMajVxR,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gDvZ8RSn,WHEN a selected member arrives,", THEN set your aura to guardian scene"
gETns5KM,WHEN every time you share any new photo on Instagram,", THEN change the color of your hue lights to match the dominant colors found in an image you specify"
gEXcTz7L,WHEN a selected member arrives,", THEN set your aura to away scene"
gEiuw2aB,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
gEtuAVfe,WHEN only on specific days of the week at the time you provide,", THEN briefly turn your hue lights off THEN back on"
gEzFBxHb,WHEN every time you exit an area you specify,", THEN turn your lights on"
gFAuNnpJ,WHEN a selected member leaves,", THEN set your aura to guardian scene"
gFLatmwU,WHEN Aura detects motion,", THEN set your aura to away scene"
gFeRzsBD,WHEN a selected member leaves,", THEN set your aura to away scene"
gFjMVDwL,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn a wemo switch off"
gFqKT4j8,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
gFwfujZT,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
gG2pc8vX,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gGtKBvZC,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
gH9xtgfA,WHEN a selected member arrives,", THEN set your aura to guardian scene"
gHQUamz9,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gHh7tMAr,WHEN every time you enter an area you specify,", THEN briefly turn your hue lights off THEN back on"
gHtzTSCj,WHEN a selected member arrives,", THEN set your aura to away scene"
gJHD3mLx,WHEN every single day at a specific time set by you,", THEN dim or brighten your hue lights to a value between 0-100"
gJKge7qH,WHEN within 15 minutes of the sunrise in your location,", THEN turns off the selected group of wemo lights"
gJLdW6sD,WHEN every time the International Space Station passes over a location you specify,", THEN change the color of your hue lights"
gJhzn69e,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gJi76Bmr,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gJmtqnvB,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off the device/group of your choosing"
gKNyMACQ,WHEN your Blink camera detects motion,", THEN turn a wemo switch on"
gKVkuLM7,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
gKXdivMp,WHEN within 15 minutes of the sunset in your location,", THEN turn your lights on"
gKdVsHbD,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gLySidDq,WHEN every time you log sleep above the target hours you specify,", THEN turn off your hue lights"
gM8QWALU,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on the device/group of your choosing"
gML6CtwU,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
gMe2mEB5,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gMfHcv8q,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off your hue lights"
gMi83xfF,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
gMusbL9a,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
gNW3m6vR,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gNmSyJXw,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gPeq3GWc,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
gQBvj6yf,WHEN a selected member arrives,", THEN set your aura to away scene"
gQKYmepb,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gQKqDZ6p,WHEN a selected member arrives,", THEN set your aura to home scene"
gQT8egta,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set your honeywell thermostat to hold a temperature for a specified period of time"
gRMwxbW4,WHEN every time your Myfox security system is partially armed,", THEN turn off your daikin ac unit"
gRu9rNvQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gRv6pqwP,WHEN every time a motion event is detected,", THEN turn a wemo switch on"
gSkeB5UW,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gSnkaTYW,WHEN every time you press the button,", THEN trigger the specified bot to press the switch"
gSzJsnVq,WHEN every single day at a specific time set by you,", THEN turn on your hvac system fan for the amount of time you specify in your nest fan timer setting (default is 15 minutes)"
gTKfYVp9,WHEN a selected member arrives,", THEN set your aura to guardian scene"
gTcuVGsY,WHEN within 15 minutes of the sunrise in your location,", THEN turn off your hue lights"
gTmtszM2,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
gTp6S78a,WHEN every time the temperature rises above a value you specify,", THEN change the color of your hue lights"
gUEcJAsM,WHEN within 15 minutes of the sunset in your location,", THEN turn your lights on"
gUQRmq4n,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gUZJjEvw,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
gUZS7FuP,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gUbQF3n6,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
gVA4u9ek,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gVBYFDRW,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
gVLFvkXR,WHEN every time you enter an area you specify,", THEN set a nest thermostat to the temperature you specify"
gW2Cn4ET,WHEN once a year on the date and time you specify,", THEN change the color of your hue lights"
gWHLxXb5,WHEN every time the camera detects a motion event,", THEN toggle a device"
gWRKVyJu,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gWRnsPGj,WHEN every single day at a specific time set by you,", THEN turn on the ambient light of your hood with the selected color"
gWYGVeyg,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
gWfNtpre,WHEN every time a specific user you are subscribed to makes a new video public,", THEN change your light's brightness to the specified level"
gX2LYugb,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
gXHhMCB3,WHEN every single day at a specific time set by you,", THEN turn a wemo switch on"
gXrALFby,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
gXvEhgxc,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gYK4rzsv,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gYR2nghS,WHEN every time you add an item to your Shopping List,", THEN change your hue lights to a randomly selected color"
gYeQspKZ,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
gZCW5cgA,WHEN a selected member arrives,", THEN set your aura to away scene"
gZFcA3W7,WHEN a selected member arrives,", THEN set your aura to away scene"
gZJ7CpVx,WHEN every time you press the button,", THEN turn your a/c off"
gZLc2GxX,WHEN your Arlo device detects motion,", THEN turn on your hue lights"
gZLmh6Pn,WHEN every time your alarm goes off,", THEN briefly turn your hue lights off THEN back on"
gad7rDvJ,WHEN a selected member arrives,", THEN set your aura to guardian scene"
gafysYEA,WHEN every time somebody rings your Ring Doorbell,", THEN toggle a wemo light switch on or off"
gagQwhHy,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
gavs7bir,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gb3hFaKL,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gb6DiTBv,WHEN every time you enter an area you specify,", THEN set the thermostat into a hold using the settings from the specified comfort profile"
gbT2YHXW,WHEN a selected member arrives,", THEN set your aura to away scene"
gbV4xaER,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gbpYWMAB,WHEN every time you receive an SMS on your Android device that matches a search you specify,", THEN change the color of your hue lights"
gcrNYnXG,WHEN every time you edit an item on your To Do List,", THEN turn off your dishwasher"
gcvmCgXq,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your hue lights to match the dominant colors found in an image you specify"
gdDNmZs8,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn a wemo switch off"
gdJusWUS,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
ge4TY7Ak,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene"
ge7Aitfv,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
ge9ucskF,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
geUgTDYd,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your hue lights"
geX5WAir,WHEN every time you enter an area you specify,", THEN trigger the specified bot to turn on the switch"
gewMzcsf,WHEN every time you enter an area you specify,", THEN set the heating mode to schedule"
gfKc2qbT,WHEN every time the home you specify is set to Away,", THEN turn off your hue lights"
gfvW7pxD,WHEN there is a new Super Chat message in a live chat during a live stream on your channel,", THEN set your lights to a pre-defined scene"
gfwztLrY,WHEN every time your timer goes off,", THEN briefly turn your hue lights off THEN back on"
gh7eVAjq,WHEN every time a new reminder is added to the list you specify,", THEN turn a wemo switch on"
ghcqtjR6,WHEN every single day at a specific time set by you,", THEN change the color of your lights"
ghmRcTLg,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
giLukXAC,WHEN every time IFTTT receives a specific event from Apilio,", THEN change your lights to a specified color"
gifs5xAQ,WHEN every time a new item is added to the feed you specify,", THEN change the color of your hue lights"
giysJhPm,WHEN every time your WeMo Light Switch is turned on or off with a long press over two seconds,", THEN turn on your hue lights"
gjUvZ2bC,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gkuKmbnQ,WHEN every single day at a specific time set by you,", THEN turn off one of your mi|home devices"
gm387NpP,WHEN every time you add an item to your To Do List,", THEN change the color of your hue lights"
gm3G2xjH,WHEN a selected member arrives,", THEN set your aura to guardian scene"
gm94W3GK,WHEN every time you receive a new voicemail,", THEN change the color of your hue lights"
gmjt3KPQ,WHEN within 15 minutes of the sunset in your location,", THEN turn a wemo switch on"
gn5jQmik,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set a nest thermostat to the temperature you specify"
gnHVPyiT,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene"
gnY2mfvF,WHEN every time your Netatmo Rain Gauge detects that it is raining,", THEN briefly turn your hue lights off THEN back on"
gnmjdZas,WHEN every time you press the button,", THEN turn on your hue lights"
gp2wCKSF,WHEN a selected member arrives,", THEN set your aura to guardian scene"
gp4DMtFd,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene"
gp69HuU8,WHEN every time your Myfox Security system is disarmed,", THEN turn on your hue lights"
gpUAyEgr,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gphQ45Yj,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on your hue lights"
gpsbgFRj,WHEN every time you press the button,", THEN turn on your daikin ac unit, or change its settings"
gpuvgGa5,WHEN every time a device connects to Google Wifi,", THEN turn on your smartthings devices that support switching on"
gqJQsGTZ,WHEN you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score,", THEN set a scene on your hue lights"
gqLjcbvp,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gqe8fsLj,WHEN a selected member arrives,", THEN set your aura to guardian scene"
grEJ3PS5,WHEN every day after the markets close and a stock's price rises from the previous closing price by at least the percentage you specify,", THEN change the color of your hue lights"
grFLEmQG,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
grm9Mxg8,WHEN a selected member arrives,", THEN set your aura to home scene"
grxJyQYN,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
gs42gBRm,WHEN every time you share any new photo on Instagram,", THEN change the color of your hue lights to match the dominant colors found in an image you specify"
gs4kPK7y,WHEN every time your WeMo Motion sensor detects new motion after a specific period of inactivity,", THEN turn on the selected light(s)"
gsB3HRiZ,WHEN Aura detects motion when set to Night scene,", THEN set your aura to guardian scene"
gsedw6K9,WHEN every time your Android device connects to a WiFi network you specify,", THEN turn on your air conditioner and set target temperature, ac operation mode and air volume settings"
gsr4UnDT,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your lights"
gt4dXxyk,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
gtWDyq6L,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
gtWmcw5Q,WHEN every time you press the button,", THEN trigger the specified bot to press the switch"
gtZqYEeA,WHEN a selected member arrives,", THEN set your aura to home scene"
gtaVndkP,WHEN every time you enter an area you specify,", THEN turn a wemo light switch on"
gteyiF2U,WHEN a selected member arrives,", THEN set your aura to guardian scene"
gtjAPCv8,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gu2Ndfm5,WHEN a selected member arrives,", THEN set your aura to guardian scene"
gu9WfFkL,WHEN within 15 minutes of the sunset in your location,", THEN turn your aros a/c off"
guP2d5Ye,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
guVkACf2,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
gubh5dtF,WHEN every time your WeMo Switch is turned off,", THEN turn off your hue lights"
gufzUbW5,WHEN every time your WeMo Light Switch is turned on,", THEN turn on your hue lights"
gugAiMyZ,WHEN every time IFTTT receives a specific event from Apilio,", THEN set the thermostat into an indefinite hold with the specified temperature"
gurTAMHs,WHEN a selected member leaves,", THEN set your aura to guardian scene"
gvA9RW26,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your lights"
gvS7FNm3,WHEN a selected member arrives,", THEN set your aura to away scene"
