triggerDesc,isTriggerEco,actionDesc,freeOrLocked,isActionEco,isRuleEco
IF a specific weather condition is met,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a device connects to a network,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF music is played or saved,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF an item is added to a to-do list,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voicemail is received,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a scheduled meeting ends,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN sets the brightness level of smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a smart switch is long-pressed,NEUTRAL,", THEN toggles the lights on or off.",LOCKED,NEUTRAL,NEUTRAL
IF a home is set to away mode,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a new super chat message is received,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a survey response is received,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF IFTTT recommends new Applet,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a tweet with a hashtag is posted,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF the user is tagged in a new photo,NEUTRAL,", THEN triggers a light animation effect.",LOCKED,NEUTRAL,NEUTRAL
IF wind speed exceeds a threshold,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a security alarm is triggered,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before a calendar event,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a smart switch is turned off,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a specific weather condition is met,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF a smart button is pressed,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a smart switch is long-pressed,NEUTRAL,", THEN toggles the lights on or off.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant query is made,NEUTRAL,", THEN toggles lights based on current state.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF an item is added to a to-do list,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF renewable energy production changes,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a specific weather condition is met,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a new channel membership is created,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a smart switch is turned off,NEUTRAL,", THEN turns off a light switch.",LOCKED,NEUTRAL,NEUTRAL
IF a button is pressed,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF the user is tagged in a new photo,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before a calendar event,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF an automation routine is activated,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a new social media status is posted,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a button is pressed,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF thermostat changes mode,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN toggles the lights on or off.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF noise exceeds a threshold,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a home is set to home mode,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm goes off,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF air quality changes,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF CO2 level exceeds a threshold,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a button is pressed,NEUTRAL,", THEN turns off a light switch.",LOCKED,NEUTRAL,NEUTRAL
IF a smart switch is turned on,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF tomorrow's weather forecast changes,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a photo is shared on social media,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a new super chat message is received,NEUTRAL,", THEN sets lights to a predefined scene.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a door is opened,NEUTRAL,", THEN triggers a light animation effect.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a button is pressed,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a new channel membership is created,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a new social media status is posted,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm goes off,NEUTRAL,", THEN triggers a light animation effect.",LOCKED,NEUTRAL,NEUTRAL
IF renewable energy production changes,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a subscribed user publishes a new video,NEUTRAL,", THEN sets lights to a predefined scene.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF rain is detected,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a door or lock is unlocked,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a door is opened,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF a new feed item is published,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF it is Christmas,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF an energy tariff period starts,NEUTRAL,", THEN triggers a light animation effect.",LOCKED,NEUTRAL,NEUTRAL
IF an order status changes,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF IFTTT receives event from Apilio,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a button is pressed,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns on a light switch.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN turns on a light switch.",LOCKED,NEUTRAL,NEUTRAL
IF a video is liked,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a scheduled meeting ends,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF a smart switch is turned on,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF an object is detected,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF music is saved,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a new channel membership is created,NEUTRAL,", THEN sets the color temperature of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm goes off,NEUTRAL,", THEN triggers a light animation effect.",LOCKED,NEUTRAL,NEUTRAL
IF a scheduled meeting starts,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a security alarm is triggered,NEUTRAL,", THEN toggles the lights on or off.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns off a light switch.",LOCKED,NEUTRAL,NEUTRAL
IF a button is pressed,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voicemail is received,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a subscribed user publishes a new video,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a security alarm is triggered,NEUTRAL,", THEN triggers a light animation effect.",LOCKED,NEUTRAL,NEUTRAL
IF a doorbell is rung,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a device connects to WiFi,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF air quality is poor,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a smart button is pressed,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF group decision made,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF an order is out for delivery,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a door or lock is unlocked,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF an IFTTT command is received,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a new SMS is received,NEUTRAL,", THEN triggers a light animation effect.",LOCKED,NEUTRAL,NEUTRAL
IF a smart switch changes state,NEUTRAL,", THEN turns off the hood lighting.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF an incoming call is received,NEUTRAL,", THEN power-cycles a smart switch.",LOCKED,NEUTRAL,NEUTRAL
IF an IoT device receives an input signal,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF IFTTT receives event from Apilio,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a connected device changes power state,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a button is pressed,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a new social media status is posted,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF motion is detected,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a specific user posts a tweet,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF an energy tariff period starts,NEUTRAL,", THEN triggers a light animation effect.",LOCKED,NEUTRAL,NEUTRAL
IF an automation routine is activated,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a specific weather condition is met,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF today's weather report is available,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF a button is pressed,NEUTRAL,", THEN enables a dynamic lighting mode.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a specific weather condition is met,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF the watch button is pressed,NEUTRAL,", THEN toggles lights based on current state.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a phone call is missed,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a new feed item is published,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF thermostat comfort mode changes,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a phone call is missed,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a device connects to a network,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF an email is received by IFTTT,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF wind speed exceeds a threshold,NEUTRAL,", THEN triggers a light animation effect.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF a door or device is opened,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a doorbell is rung,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a robot device completes a task,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is disarmed,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF music is played or saved,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF a specific weather condition is met,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF rain is detected,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF music is saved,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a device connects to WiFi,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a new app notification is received,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm is detected,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN toggles the lights on or off.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a new reminder is added,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a security alarm is triggered,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF an SMS message is sent or received,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a device connects to WiFi,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a geofence boundary is crossed,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF an item is added to a to-do list,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF an email is received by IFTTT,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF humidity exceeds a threshold,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a photo is shared on social media,NEUTRAL,", THEN triggers a light animation effect.",LOCKED,NEUTRAL,NEUTRAL
IF an email is received by IFTTT,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF today's weather report is available,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a door or lock is locked,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before a calendar event,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF every hour at quarter intervals,NEUTRAL,", THEN toggles lights based on current state.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a specific weather condition is met,NEUTRAL,", THEN sets lights to a predefined scene.",LOCKED,NEUTRAL,NEUTRAL
IF security system mode changes,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN activates a lighting scene.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a specific user posts a tweet,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm goes off,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF the user is tagged in a new photo,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF shortly before sunrise at the user's location,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a door is opened,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF rain is detected,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF appliance preheating finishes,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a device connects to WiFi,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a specific weather condition is met,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF home presence mode changes,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF an audio event is detected,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF new notification on GitHub,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF the user is tagged in a new photo,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a person is detected,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a security system is armed,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF temperature rises above a threshold,NEUTRAL,", THEN briefly toggles the lights off and on.",LOCKED,NEUTRAL,NEUTRAL
IF a smart switch is turned on,NEUTRAL,", THEN turns on smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF an alarm goes off,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a door is closed,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF today's weather report is available,NEUTRAL,", THEN changes the color of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN adjusts the brightness of lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
IF a voice assistant is activated with a specific phrase,NEUTRAL,", THEN turns off smart lights.",LOCKED,NEUTRAL,NEUTRAL
