id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
VQ9Xt3Ew,Date & Time,Every day at,IF a specified time occurs [FREE],Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every single day at a specific time set by you.,This action will turn on the device/group of your choosing.
VSU8jYTX,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will turn on the device/group of your choosing.
VTnjM8bD,Location,You exit an area,IF the user exits a specified area,Wink: Aros,Turn A/C off,", THEN turn off a smart device.",Generic/Other,This Trigger fires every time you exit an area you specify.,This Action will turn your Aros A/C off.
VVBNW7at,WeMo Smart Plug,Switched off,IF a smart device is turned on [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time your WeMo Switch is turned off.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
VVNXzeDa,SpotCam,Motion event detected,IF motion is detected,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time a motion event is detected.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
VXEb6ynP,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase [FREE],iRobot,Start robot,", THEN start the robot.",Generic/Other,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This action will start your robot.
VYTGFDnA,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will turn on the device/group of your choosing.
VbJkvSHf,MESH,Event from MESH app received,IF a sensor is activated,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time your IFTTT Tag on MESH app receives an input signal from the other Tag.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
VcXZK6U2,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
VdYBn2FG,Amazon Alexa,Your Alarm goes off,IF an alarm is triggered,Nature Remo,Execute scene,", THEN activate to a specified scene.",Generic/Other,This Trigger fires every time your alarm goes off.,This action will execute a scene to control multiple appliances at once.
VkDZi36x,Location,You enter or exit an area,IF the user enters a specified area,WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time you enter or exit an area you specify.,This Action will toggle a WeMo Switch on or off.
VkuJHPYQ,Scout Alarm,Alarm triggered,IF an alarm is triggered,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires when the alarm for a specific mode is triggered.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
VnYKhzxN,Nest Thermostat,Nest set to Home,IF home presence is set to home,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time the home you specify is set to Home.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
VqFeJdCn,Button widget,Button press,IF a button is pressed,WeMo Insight Switch,Turn off then on,", THEN turn on a specific smart device.",Generic/Other,This trigger fires every time you press the button.,This Action will turn a WeMo Switch off then immediately back on.
VqHFBjVT,Agile Octopus,Energy price change,IF prices are low [FREE],TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,Use this trigger to fire something when your electricity price falls or rises past your set threshold and between your preferred time settings.,This action will turn on a device.
VqdiAtHS,WeMo Smart Plug,Switched off,IF a smart device is turned on [FREE],WeMo Smart Plug,Turn off then on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time your WeMo Switch is turned off.,This Action will turn a WeMo Switch off then immediately back on.
VrYguqbj,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
VtpdBH9N,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This action will turn off the device/group of your choosing.
Vu5fcQvT,Weather Underground,Current condition changes to,IF the weather conditions change,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ","This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
VzVSrAC9,Location,You enter an area,IF the user enters a specified area,Smappee,Turn on plug,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time you enter an area you specify.,This Action will turn on a plug for the specified duration.
VziqQ3yG,AL-KO Smart Garden,Smart lawnmower button press once,IF a button is pressed [FREE],iRobot,Start robot,", THEN start the robot.",Generic/Other,when the smart button of the lawnmower has pressed once,This action will start your robot.
W3MRp4Zt,Litter-Robot by Whisker,Litter Robot Events,IF a reminder or task changes,iRobot,Start robot,", THEN start the robot.",Generic/Other,This trigger fires when an event is triggered from your litter robot. ie. Clean Cycle Completes,This action will start your robot.
W3QxM4GU,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.","This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
W3bHQTnM,Ring,New Motion Detected,IF motion is detected,WeMo Smart Plug,Turn off then on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time a motion is detected at the given doorbell.,This Action will turn a WeMo Switch off then immediately back on.
W4YWK23V,Button widget,Button press,IF a button is pressed,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires every time you press the button.,This action will turn on the device/group of your choosing.
W5ztXJm3,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase [FREE],Brilliant Smart,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This action will turn on the device/group of your choosing.
W6xSiPNt,Weather Underground,Current temperature rises above,IF temperature rises above a threshold,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
W7Gymbjn,ecobee,Thermostat indoor temperature is less than,IF temperature drops below a threshold,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This trigger fires every time your ecobee thermostat senses that the indoor temperature is less than a specific value you supply.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
W96UEHu8,Button widget,Button press,IF a button is pressed,Heatzy,Activate the child lock,", THEN unlock a device.",Generic/Other,This trigger fires every time you press the button.,This action will lock a specific device
W9sCuR2Y,Wireless Tag,Temperature is too low,IF air pollution exceeds a threshold,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires when a specified tag senses that its ambient temperature falls below an lower threshold configured at temperature options screen inside the WirelessTag app.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
WBAicDp2,Google Calendar,Event from search starts,IF shortly before a calendar event with a specific keyword [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This Trigger fires a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location. Ingredient will be based on the zone set in Google.","This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
WBusGnxM,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
WCFPh8GN,Weather Underground,Current condition changes to,IF the weather conditions change,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ","This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
WDAUeR7X,Date & Time,Every day of the week at,IF a specific day of the week occurs [FREE],Smappee,Turn on plug,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires only on specific days of the week at the time you provide.,This Action will turn on a plug for the specified duration.
WDPL6dWK,Location,You exit an area,IF the user exits a specified area,iRobot,Start robot,", THEN start the robot.",Generic/Other,This Trigger fires every time you exit an area you specify.,This action will start your robot.
WJNP8kru,Fort Collins Utilities Time of Day Pricing,Time of Day Peak Rates START/END,IF prices are low [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This trigger fires when time-of-day peak rates start or end.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
WTJuxmSF,Facebook,You are tagged in a photo,IF a Facebook post or tag occurs,WeMo Smart Plug,Turn off then on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time you are tagged you in a new photo. NOTE: Facebook privacy settings may block IFTTT’s access to some photos you are tagged in.,This Action will turn a WeMo Switch off then immediately back on.
WYiuZq3F,WeMo Smart Plug,Switched on,IF a smart device is turned on [FREE],WeMo Smart Plug,Turn on then off,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time your WeMo Switch is turned on.,This Action will turn a WeMo Switch on then immediately back off.
WYtEWe9Z,Smart Life,Door sensor is open,IF a door or contact sensor opens,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires when the door sensor is open.,This action will turn on the device/group of your choosing.
WZUhHQ8a,Email,Send IFTTT any email,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. ,This Action will toggle a WeMo Switch on or off.
WfSdrx8N,Button widget,Button press,IF a button is pressed,Heatzy,Set eco mode,", THEN change the device operating mode to eco.",Generic/Other,This trigger fires every time you press the button.,This action will set a specific device on eco mode
Wfg7eGpM,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
WirdNYwJ,Android Device,Connects to a specific WiFi network,IF a device connects to a WiFi network,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time your Android device connects to a WiFi network you specify.,This action will turn on the device/group of your choosing.
WnD3eJHB,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
WqZLFt9B,Scout Alarm,Mode disarmed,IF a security alarm changes state,Hubitat,Change Mode,", THEN change home system mode.",Generic/Other,This Trigger fires when a mode is disarmed.,This action will change Hubitat's mode.
WqzUheS3,Location,You enter an area,IF the user enters a specified area,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time you enter an area you specify.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
WvPmthMy,Nest Thermostat,Nest set to Home,IF home presence is set to home,Wink: Pivot Power Genius,Turn outlet on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time the home you specify is set to Home.,"This Action will turn on the Pivot Power Genius outlet you specify. If the outlet is already on, it will remain on."
Wx5ZsTji,Date & Time,Every day of the week at,IF a specific day of the week occurs [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires only on specific days of the week at the time you provide.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
WzNpyZux,Android Phone Call,Any incoming phone call missed,IF a phone call event occurs,WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time you miss a phone call on your Android device.,This Action will toggle a WeMo Switch on or off.
X3repwiJ,WeMo Smart Plug,Switched off,IF a smart device is turned on [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time your WeMo Switch is turned off.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
X68k2apw,SmartThings,Presence detected,IF user presence changes,SwitchBot,Bot turn on ,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time your SmartThings device's presence is detected.,This action will trigger the specified Bot to turn on the switch.
X8N43Xw2,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
X9QBzZch,Energenie Mi|Home,Device powered on,IF a specific device is powered on [FREE],Energenie Mi|Home,Power on device,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time one of your Mi|Home devices is powered on.,This Action will turn on one of your Mi|Home devices.
XEuY3G2P,Location,You enter an area,IF the user enters a specified area,TP-Link Kasa,Activate scene,", THEN activate to a specified scene.",Generic/Other,This Trigger fires every time you enter an area you specify.,This action will activate a selected Scene from your account.
XLJgziqX,Blink,Motion detected,IF motion is detected,Hubitat,Turn on a device,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires when your Blink camera detects motion.,This Action will turn on a device attached to your Hubitat Elevation system.
XLuHZj7t,Weather Underground,Current temperature rises above,IF temperature rises above a threshold,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This action will turn on the device/group of your choosing.
XMsgdLBS,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
XULgsXKT,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
XVWGu85E,Smart Life,Door sensor is open,IF a door or contact sensor opens,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires when the door sensor is open.,This action will turn on the device/group of your choosing.
XWRgJAUL,ecobee,Thermostat indoor temperature is greater than,IF temperature rises above a threshold,Lutron Caséta and RA2 Select,Set light level,", THEN set brightness to a specified level.",Generic/Other,This trigger fires every time your ecobee thermostat senses that the indoor temperature is greater than a specific value you supply.,This Action will set a Lutron dimmer or switch to the level you specify.
XXY4kF9i,WeMo Light Switch,Switched off,IF a smart device is turned off,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time your WeMo Light Switch is turned off.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
XXv7ZBPw,Knocki,Gesture with task matching ID occurs,IF a custom gesture or automation is triggered,TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires if you tap a gesture with a custom IFTTT task matching the ID of this trigger.,This action will turn on a device.
XbNLwyDs,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
XbeLc3fW,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will turn on the device/group of your choosing.
XdeMxHPb,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
XdvrFsS2,WeMo Light Switch,Switched off,IF a smart device is turned off,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time your WeMo Light Switch is turned off.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
Xe4rV7HT,Energenie Mi|Home,Motion detected,IF motion is detected or stops,Energenie Mi|Home,Power on device,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires whenever a motion sensor detects movement nearby.,This Action will turn on one of your Mi|Home devices.
XemMnRkq,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will turn on the device/group of your choosing.
XmJMxPk5,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
XmkW3GpJ,Date & Time,Every hour at,IF a scheduled time interval occurs [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.",This Action will toggle a WeMo Switch on or off.
XsLG8Xju,Button widget,Button press,IF a button is pressed,iRobot,Start robot,", THEN start the robot.",Generic/Other,This trigger fires every time you press the button.,This action will start your robot.
Xu2Sn7bM,Wireless Tag,Humidity or moisture returns to normal,IF humidity crosses a threshold,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,"This Trigger fires when a specified tag with humidity or moisture monitoring enabled, returns within normal humidity range. Adjust the upper/lower thresholds from the humidity/moisture options screen inside the WirelessTag app.","This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
XvcLfESR,Weather Underground,Current humidity level rises above,IF humidity crosses a threshold,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger monitors your local humidity and fires every time the humidity rises above the value you specify.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
XwK3ksgu,SpotCam,Audio event detected,IF an audio event is detected,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time an audio event is detected.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
XxXB5Tnd,Location,You enter an area,IF the user enters a specified area,Heatzy,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time you enter an area you specify.,This action will turn on a specific device
XxhjYcAE,Twitter,New tweet by you with hashtag,IF a tweet is posted,Wink: Aros,Turn A/C off,", THEN turn off a smart device.",Generic/Other,This Trigger fires every time you post a new tweet with a specific hashtag.,This Action will turn your Aros A/C off.
Y3ZkjvYJ,Blue by ADT,A device or network issue,IF a smart device is low on battery,iRobot,Start robot,", THEN start the robot.",Generic/Other,"This trigger fires when an issue occurs, such as Low Battery, Device Offline, etc.",This action will start your robot.
Y3seQEYj,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
Y4QydwXa,Location,You exit an area,IF the user exits a specified area,iRobot,Start robot,", THEN start the robot.",Generic/Other,This Trigger fires every time you exit an area you specify.,This action will start your robot.
Y4zQK29i,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.","This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
Y5FYNPWC,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
Y67JLAe8,Email,Send IFTTT any email,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. This trigger will reject emails with attachments over 30MB.,This Action will toggle a WeMo Switch on or off.
Y7Te9khz,Button widget,Button press,IF a button is pressed,GE Appliances GeoSpring™,Set operating mode,", THEN boost heating mode.",Generic/Other,This trigger fires every time you press the button.,This Action will set the operating mode of your GE water heater.
Y9gG5dTW,HAVEN IAQ,PM2.5 threshold is crossed ,IF air pollution exceeds a threshold,TP-Link Kasa,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires whenever the measured Particulate Matter of 2.5 microns in size (PM2.5) is above or below the threshold.,This action will turn off a selected device.
Y9s2qdXM,Weather Underground,Current temperature drops below,IF temperature drops below a specified threshold,Heatzy,Set auto mode,", THEN change the device operating mode to auto.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This action will set a specific device on auto mode
YEg89smU,Weather Underground,Current temperature rises above,IF temperature rises above a threshold,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
YFhCKLDN,Date & Time,Every hour at,IF a scheduled time interval occurs [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.",This Action will toggle a WeMo Switch on or off.
YFwbEPrW,Netatmo Weather Station,Temperature drops below,IF temperature drops below a specified threshold,Sensibo,Turn A/C off,", THEN turn off a smart device.",Generic/Other,This Trigger fires every time the temperature drops below a value you specify.,Turn your A/C off
YJuLrsaS,Weather Underground,Current temperature rises above,IF temperature rises above a threshold,ThermoSmart,Pause,", THEN pause the thermostat.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This Action will pause your ThermoSmart.
YKLAPeqX,ecobee,Thermostat enters Smart Home/Away,IF home presence is set to away,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This trigger fires every time your ecobee thermostat and Room Sensors change to Smart Home or Smart Away comfort profiles.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
YMsGzWHd,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
YPMyaTi2,Location,You exit an area,IF the user exits a specified area,Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires every time you exit an area you specify.,This action will turn off the device/group of your choosing.
YQwcnDrp,Weather Underground,Current condition changes to,IF the weather conditions change,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ","This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
YS5vAnpd,Airthings,Radon level above threshold,IF air pollution exceeds a threshold,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This trigger fires when the radon level for a device rises above the provided threshold.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
YT4sQVw6,Location,You enter an area,IF the user enters a specified area,TP-Link Kasa,Activate scene,", THEN activate to a specified scene.",Generic/Other,This Trigger fires every time you enter an area you specify.,This action will activate a selected Scene from your account.
YVTCYmht,Netatmo Weather Station,Carbon dioxide rises above,IF air pollution exceeds a threshold,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time the carbon dioxide rises above a value you specify.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
YYmA8T3p,Date & Time,Every day of the week at,IF a specific day of the week occurs [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires only on specific days of the week at the time you provide.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
YZ5FzRw9,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase [FREE],Wink: Pivot Power Genius,Toggle on/off,", THEN toggle a device on.",Generic/Other,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will toggle the Pivot Power Genius outlet you specific on or off.
YeJKgU8T,Space,ISS passes over a specific location,IF a reminder or task changes,Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires every time the International Space Station passes over a location you specify. NOTE: the ISS completes 15.5 orbits per day.,This action will turn off the device/group of your choosing.
Yi3FmRgA,Location,You exit an area,IF the user exits a specified area,iRobot,Start robot,", THEN start the robot.",Generic/Other,This Trigger fires every time you exit an area you specify.,This action will start your robot.
YiAdxkzC,Location,You enter an area,IF the user enters a specified area,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time you enter an area you specify.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
YiMrKF3d,Weather Underground,Tomorrow's forecast calls for,IF weather forecast changes,WeMo Smart Plug,Turn on then off,", THEN turn on a specific smart device.",Generic/Other,This Trigger monitors changes in tomorrow’s forecasted weather condition.,This Action will turn a WeMo Switch on then immediately back off.
YjkDicr7,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",Energenie Mi|Home,Power off group,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will turn off a whole group of Mi|Home devices simultaneously.
YkEvYfna,Foobot,Pollution is high,IF air pollution or carbon intensity crosses a threshold,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires when global air pollution is higher than 50.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
