id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
anASu8Tq,Date & Time,Every day at,IF every day at a specified time,ecobee,Set thermostat hold for X hours,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every single day at a specific time set by you.,This action will set the thermostat into a hold with the specified temperature for the specified number of hours.
ar5LGmw4,Location,You enter an area,IF the user enters a specified area,Honeywell Total Connect Comfort,Resume programmed schedule,", THEN resumes the programmed schedule [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.
arEAVjKw,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Honeywell Total Connect Comfort,Set temperature for a period of time,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.
arx7Q5Zb,Button widget,Button press,IF a button is pressed,Home Connect Oven,Start heating mode,", THEN starts heating at a preferred temperature [ACTION_Y].",Thermostat/Heating,This trigger fires every time you press the button.,This action will start the selected heating mode at your preferred temperature and duration.
avQdpbjs,Location,You enter an area,IF the user enters a specified area,Sensibo,Turn A/C on,", THEN turns on the air conditioner [ACTION_Z].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,"Turn your A/C on with a set temperature, mode and fan level."
awfGv6aH,ecobee,Thermostat outdoor temperature is less than,IF temperature drops below a threshold,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This trigger fires every time your ecobee thermostat senses that the outdoor temperature is less than a specific value you supply.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
b96GRrjF,Email,Send IFTTT an email tagged,IF a message containing a key phrase is sent,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
bAJKsLZu,SmartThings,Switched on,IF a smart device is switched on,ecobee,Set thermostat comfort profile for X hours,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time your SmartThings device is switched on.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect for the specified number of hours.
bCLJ8FMS,Date & Time,Every day at,IF every day at a specified time,Wink: Aros,Turn A/C on,", THEN turns on the air conditioner in [ACTION_X].",Thermostat/Heating,This Trigger fires every single day at a specific time set by you.,This Action will turn your Aros A/C on and set to a temperature you specify.
bJBPc8gd,Location,You enter an area,IF the user enters a specified area,Honeywell Total Connect Comfort,Resume programmed schedule,", THEN resumes the programmed schedule [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.
bKTF63ps,Agile Octopus,Energy price change,IF electricity price fluctuates beyond threshold,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,Use this trigger to fire something when your electricity price falls or rises past your set threshold and between your preferred time settings.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
bNDhCu5X,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nefit Easy,Set room temperature,", THEN sets the room temperature [ACTION_Z].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set the current room temperature to a level of your choice. This temperature level can be adjusted manually or if Clock Mode is activated.
bTRr6YbU,OhmConnect,An #OhmHour ends,IF a demand response event starts or ends,ecobee,Resume thermostat program,", THEN cancels the current thermostat event [ACTION_W].",Thermostat/Heating,This trigger fires when an OhmHour ends.,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.
bVrjSGmk,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,AQUAREA Smart Cloud,Change Heat Mode settings,", THEN sets heating mode [ACTION_Z].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This action will change operation settings for Heat Mode in your device. 
bXNh4sDz,Netatmo Weather Station,Carbon dioxide rises above,IF CO2 level rises above a threshold,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every time the carbon dioxide rises above a value you specify.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
bZ2jNEhw,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
bZReYdJE,Date & Time,Every day of the week at,IF is one of the specific days of the week at a specified time,Home Connect Fridge Freezer,Activate Fresh mode,", THEN activates [ACTION_X] on the appliance.",Thermostat/Heating,This Trigger fires only on specific days of the week at the time you provide.,This action will activate Fresh mode on your appliance. Note that this will change set point temperature and manually changing it will disable the Fresh mode.
bbLzidKj,ecobee,Thermostat indoor temperature is less than,IF temperature drops below a threshold,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This trigger fires every time your ecobee thermostat senses that the indoor temperature is less than a specific value you supply.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
bcUzjixE,Twitter,New tweet by you with hashtag,IF a new tweet with a specific hashtag is posted,Nature Remo,Turn on air conditioner,", THEN turns on the air conditioner and configures settings to [ACTION_X].",Thermostat/Heating,This Trigger fires every time you post a new tweet with a specific hashtag.,"This action will turn on your air conditioner and set target temperature, AC operation mode and air volume settings.

Note: Please use the Control Home Appliances actions for the button registered by learning mode."
bjFiUy9Y,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
c3XhxEem,Location,You exit an area,IF the user exits a specified area,nVent Nuheat Signature Thermostat,Set group mode,", THEN sets thermostat group mode to [ACTION_X].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This action will set a thermostat group mode
c8D4nA6X,Date & Time,Every day at,IF every day at a specified time,Honeywell Total Connect Comfort,Set temperature for a period of time,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every single day at a specific time set by you.,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.
c8js4iCA,Fort Collins Utilities Time of Day Pricing,Time of Day Peak Rates START/END,IF peak energy rates start or end,GE Appliances Window AC,Set target temperature,", THEN sets the target temperature [ACTION_Z] on the window air conditioner.",Thermostat/Heating,This trigger fires when time-of-day peak rates start or end.,This Action will set a target temperature on your window ac unit.
cBeU4D6b,Location,You exit an area,IF the user exits a specified area,ecobee,Resume thermostat program,", THEN cancels the current thermostat event [ACTION_W].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.
cHkmKuL4,Location,You exit an area,IF the user exits a specified area,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
cMFVxdeS,Button widget,Button press,IF a button is pressed,Hive Active Heating™ - UK and Europe,Boost heating ,", THEN boosts heating [ACTION_Y].",Thermostat/Heating,This trigger fires every time you press the button.,This Action will boost heating to the temperature and duration you specify.
cQjcbCL2,Amazon Alexa,Item added to your To Do List,IF an item is added to a to-do list,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you add an item to your To Do List.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
cXFZtGYQ,Google Calendar,Event from search starts,IF a calendar event with a specific keyword occurs,ecobee,Set thermostat comfort profile for X hours,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect for the specified number of hours.
cZcW8NDV,Nest Protect,Smoke alarm warning,IF Nest Protect detects smoke,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every time the Nest Protect you specify detects warning smoke levels.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
cZeh3zmf,Location,You exit an area,IF the user exits a specified area,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
caZBHgpM,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
caqFJd92,Location,You exit an area,IF the user exits a specified area,Netatmo Thermostat,Set to away mode,", THEN sets home to [ACTION_X].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set your home to away mode.
chPEFk3d,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
cpHQGVRb,Wireless Tag,Door or window is opened,IF motion is detected,Heatmiser,Set Standby Mode,", THEN activates [ACTION_X].",Thermostat/Heating,This Trigger fires when a specified motion sensor tag(s) or reed sensor(s) detect that a door or window is open.,This Action will activate Standby Mode on the selected Heatmiser Thermostat.
cq3MptTr,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,GE Appliances Window AC,Set target temperature,", THEN sets the target temperature [ACTION_Z] on the window air conditioner.",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This Action will set a target temperature on your window ac unit.
cv3wa8KQ,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase,BDR Thermea Group,Set temperature,", THEN the thermostat to the temperature you specify [ACTION_W].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This action will set the temperature on the thermostat.
cwJ8ATKG,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
cweRPYBy,Scout Alarm,Mode disarmed,IF a security mode is armed,ecobee,Resume thermostat program,", THEN cancels the current thermostat event [ACTION_W].",Thermostat/Heating,This Trigger fires when a mode is disarmed.,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.
cyNgHpq4,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
czrEhAjR,True Energy Smart Home Norway,Electricity in Norway is Expensive,IF electricity prices are high,Home Connect Fridge Freezer,Set freezer temperature,", THEN sets the freezer temperature [ACTION_Z].",Thermostat/Heating,This trigger fires at the hours where electricity in Norway is expensive.,This action will set the freezer temperature.
d3Tu6z2i,Button widget,Button press,IF a button is pressed,Netatmo Thermostat,Turn thermostat off (Hidden),", THEN turn off the thermostat [ACTION_W].",Thermostat/Heating,This trigger fires every time you press the button.,This Action will turn your thermostat off.
d7jKsSPx,Location,You enter an area,IF the user enters a specified area,nVent Nuheat Signature Thermostat,Set group mode,", THEN sets thermostat group mode to [ACTION_X].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This action will set a thermostat group mode
dLghVEdY,Android Device,Connects to a specific WiFi network,IF your Android device connects to a specified wifi network,Sensibo,Turn A/C on,", THEN turns on the air conditioner [ACTION_Z].",Thermostat/Heating,This Trigger fires every time your Android device connects to a WiFi network you specify.,"Turn your A/C on with a set temperature, mode and fan level."
dLqeYc3k,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
dWDF2V8E,Android SMS,New SMS received matches search,IF an SMS is received on Android,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you receive an SMS on your Android device that matches a search you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
dakVp7R9,Amazon Alexa,Item added to your To Do List,IF an item is added to a to-do list,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you add an item to your To Do List.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
duC5jLqb,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
duhL78pF,RescueTime,New alert delivered,IF a productivity alert is triggered,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time a RescueTime alert goes off.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
e2LR3Yn5,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,Heatmiser,Set Standby Mode,", THEN activates [ACTION_X].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This Action will activate Standby Mode on the selected Heatmiser Thermostat.
e4F2ALj3,Uplink Remote,The alarm panel has been armed,IF an alarm is armed,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires every time when your alarm panel is armed,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
eKWCQ54M,ecobee,Thermostat indoor humidity is greater than,IF Ecobee detects high humidity,ecobee,Set thermostat hold for X hours,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires every time your ecobee thermostat senses that the indoor humidity is greater than a specific value you supply.,This action will set the thermostat into a hold with the specified temperature for the specified number of hours.
eSL5sk4b,Location,You enter an area,IF the user enters a specified area,Honeywell Total Connect Comfort,Set temperature for a period of time,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.
eUWirDx8,Netatmo Weather Station,Carbon dioxide rises above,IF CO2 level rises above a threshold,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every time the carbon dioxide rises above a value you specify.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
eVp5YWxH,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
eWCiJBwN,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
ehgkbyi5,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Honeywell Total Connect Comfort,Set temperature for a period of time,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.
etrM483v,Gira Smart Home,Switched off,IF a KNX or binary switch is turned off,tadoº Heating,Return to tado⁠° automatic control,", THEN sets the room temperature [ACTION_Z].",Thermostat/Heating,This trigger fires when a KNX device or binary switch is turned off.,"This Action will return control of your heating to tado⁠°, using your user-defined settings (e.g. location and Smart Schedule) to automatically determine the right room temperature."
etu5dbrs,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
eui6xwR7,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
evVx2iNg,True Energy Smart Home Norway,Electricity in Norway is Expensive,IF electricity prices are high,Home Connect Fridge Freezer,Set freezer temperature,", THEN sets the freezer temperature [ACTION_Z].",Thermostat/Heating,This trigger fires at the hours where electricity in Norway is expensive.,This action will set the freezer temperature.
exNdAYsE,Nest Thermostat,Nest set to Away,IF every time no one is at home,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time the home you specify is set to Away.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
ezBDypXY,Location,You enter an area,IF the user enters a specified area,Honeywell Total Connect Comfort,Set temperature for a period of time,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.
ezdStZb7,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
f7feEMwt,Flic,Flic is clicked,IF a button is pressed,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you click the selected Flic.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
f9UG7vfD,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,Hive Active Heating™ - UK and Europe,Boost heating ,", THEN boosts heating [ACTION_Y].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will boost heating to the temperature and duration you specify.
fBC4jwDv,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,BDR Thermea Group,Set mode,", THEN sets heating mode [ACTION_Z].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This action will set the heating mode of the thermostat.
fF2HqCZe,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,Nature Remo,Turn on air conditioner,", THEN turns on the air conditioner and configures settings to [ACTION_X].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,"This action will turn on your air conditioner and set target temperature, AC operation mode and air volume settings.

Note: Please use the Control Home Appliances actions for the button registered by learning mode."
fH2YJndW,Location,You exit an area,IF the user exits a specified area,Hive Active Heating™ - UK and Europe,Turn off thermostat ,", THEN turns heating mode off [ACTION_W].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set the heating mode to off.
fHnBt7sk,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
fMcpiX4T,tadoº Heating,tado⁠° switches to Away Mode,IF Tado switches to Away mode,tadoº Heating,Return to tado⁠° automatic control,", THEN sets the room temperature [ACTION_Z].",Thermostat/Heating,This trigger fires when tado⁠° switches to Away Mode.,"This Action will return control of your heating to tado⁠°, using your user-defined settings (e.g. location and Smart Schedule) to automatically determine the right room temperature."
fYViwt4F,Android Device,Connects to a specific WiFi network,IF your Android device connects to a specified wifi network,Nefit Easy,Set room temperature,", THEN sets the room temperature [ACTION_Z].",Thermostat/Heating,This Trigger fires every time your Android device connects to a WiFi network you specify.,This Action will set the current room temperature to a level of your choice. This temperature level can be adjusted manually or if Clock Mode is activated.
fZXrpWqz,Tempest Weather System ,Temperature drops below,IF temperature drops below a threshold,Nest Thermostat,Set temperature range,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time the temperature at your WeatherFlow Tempest Station drops below a value that you select.,This Action will set a Nest Thermostat in Heat-Cool mode to the temperature range you specify. NOTE: works only when Nest is set to Home.
ff4Qa5Gp,Google Wifi,Device Disconnects,IF your Android device connects to a specified wifi network,Nest Thermostat,Set temperature range,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time a device disconnects from Google Wifi.,This Action will set a Nest Thermostat in Heat-Cool mode to the temperature range you specify. NOTE: works only when Nest is set to Home.
fnxBh56V,SmartThings,Presence no longer detected,IF user presence is detected,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time your SmartThings device's presence is no longer detected.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
frfcKHDs,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,ecobee,Set thermostat hold for X hours,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This action will set the thermostat into a hold with the specified temperature for the specified number of hours.
fuB7mngv,Android Device,Connects to a specific WiFi network,IF your Android device connects to a specified wifi network,Wink: Aros,Turn A/C on,", THEN turns on the air conditioner in [ACTION_X].",Thermostat/Heating,This Trigger fires every time your Android device connects to a WiFi network you specify.,This Action will turn your Aros A/C on and set to a temperature you specify.
fx5cWtRH,Location,You enter an area,IF the user enters a specified area,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
fxJfzkEM,Location,You exit an area,IF the user exits a specified area,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
g2YyzatD,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Home Connect Fridge Freezer,Activate refrigerator Super Cooling mode,", THEN temporarily boosts refrigerator cooling [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This action will temporarily cool the refrigerator at maximum power.
g3enuFtY,Google Calendar,Event from search starts,IF shortly before a calendar event with a specific keyword occurs,Heatzy,Set heat mode,", THEN sets heating mode [ACTION_Z].",Thermostat/Heating,"This Trigger fires a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location. Ingredient will be based on the zone set in Google.",This action will set a specific device on heat mode
g4Jn9jHg,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
g4RzHDbK,Button widget,Button press,IF a button is pressed,Heatzy,Set cool mode,", THEN sets cooling mode [ACTION_Z].",Thermostat/Heating,This trigger fires every time you press the button.,This action will set a specific device on cool mode
g6eKtmL9,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
