triggerDesc,actionDesc,freeOrLocked
IF area entered,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF weekly schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
IF ifttt email trigger,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF mentioned on Twitter,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous smoke levels.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF battery is low,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your timer goes off.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the twitter user you specify tweets.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunrise approaching,", THEN turns off the light [ACTION_W].",LOCKED
IF generic button press,", THEN turns off smart lights [ACTION_W].",LOCKED
IF quarter hour,", THEN start smart lights [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN turns off the light [ACTION_W].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when a nexia automation runs.,", THEN turns on smart lights [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF temperature falls below a threshold,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF calendar event is upcoming,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF Arlo detects motion,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF generic button press,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires an alert when your alarm panel has an alarm.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF apilio event,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF today weather report,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area exited,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the ifttt blog posts something tagged 'updates.' it's an easy way to stay on top of new services or features.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF order is ready,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF wemo motion detected,", THEN turns on smart lights [ACTION_X].",LOCKED
IF flic clicked,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when a wyze cam detects a smoke alarm. the minimum firmware version required is v3.9.3.62 for v1 and v4.9.1.60 for v2.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF netatmo person detected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunrise approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when an abode alarm is active.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF generic button press,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF calendar event is upcoming,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the system detects a water leak.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when an abode alarm is active.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF superchat received,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your d-link water sensor detects a leak event.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF new playlist track,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF step goal reached,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF battery is low,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF area entered,", THEN turns on smart lights [ACTION_X].",LOCKED
IF yearly schedule,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF a YouTube video is liked,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the hub is in a specific state.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your fitbit logs new sleep.,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN sets the brightness level of smart lights [ACTION_Z].",LOCKED
IF doorbell motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a new item is added to the feed you specify.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF today weather report,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires if you tap a gesture with a custom ifttt task matching the id of this trigger.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF superchat received,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the aqi of your device is updated.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF distance goal reached,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your wemo switch is turned off.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF generic button press,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF today weather report,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger is fired from the assigned pusher on your jaguar watch.,", THEN toggles lights based on current state in [ACTION_X].",LOCKED
IF daily schedule,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your wemo switch is turned off.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF yearly schedule,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the button is pressed on your skybell hd.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF home home mode,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weekly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects warning carbon monoxide levels.,", THEN activates a lighting scene in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF Arlo detects motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time when a virtual fence is crossed,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects warning carbon monoxide levels.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you click a button on thinga.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your cookit has finished successfully.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a watering time starts for the device your specify.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
IF today weather report,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF wifi connected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weekly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF ihome button,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the co2 intensity in the electricity production is lowest between a starting time and a finish time and for a duration specified by you.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alarm triggered,", THEN turns on smart lights [ACTION_X].",LOCKED
IF daily schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alarm triggered,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the you ask alexa what's on your to do list.,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your wemo switch is turned off.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF daily schedule,", THEN turns on the light [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when no one of a user group is detected in or nearby your network.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF WeMo light is turned off,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF oven finished,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF quarter hour,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger monitors the ubibot device's built-in light sensor readings and fires whenever the light level rises above or drops below the value in lux you provide.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF weather condition change,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time somebody rings your ring doorbell.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the preheating phase has finished. please note that you have to start the heating program with enabled fast preheat.,", THEN turns on the hood lighting [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger monitors changes in your thermostat's set temperature and fires if it exceeds a certain threshold.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF daily schedule,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger retrieves tomorrow's weather report within 5 minutes of the time you specify, depending on when forecast data is updated.",", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF simcam face recognized,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF withings motion detected,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires if you tap a gesture with a custom ifttt task matching the id of this trigger.,", THEN sets the brightness level of smart lights [ACTION_Z].",LOCKED
IF generic button press,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF weekly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sms received,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your skybell hd detects motions.,", THEN turns on a light switch [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you like a tweet.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when a blue by adt sensor notices activity in the home.,", THEN turns on smart lights [ACTION_X].",LOCKED
IF sunrise approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN switches on the lights [ACTION_Z].",LOCKED
IF netatmo vehicle detected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF Wyze detects motion,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF area entered,", THEN start smart lights [ACTION_Z].",LOCKED
IF daily schedule,", THEN turns on smart lights [ACTION_X].",LOCKED
IF sunset approaching,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires for an account that is on a dynamic pricing plan such as the residential hourly pricing program or other real time market rates whenever the average price changes.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF area entered,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF wifi disconnected,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects warning smoke levels.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF ihome button,", THEN activates a lighting scene [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the clock timer on your oven has elapsed.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF temperature falls below a threshold,", THEN turns off a light switch [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alarm triggered,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger is fired from the assigned pusher on your lotus watch.,", THEN toggles lights based on current state in [ACTION_X].",LOCKED
IF ifttt hashtag email,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous smoke levels.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the alarm for a specific mode is triggered.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF calendar event is upcoming,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alarm triggered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF Arlo detects motion,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weekly schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF temperature rises above a threshold,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you add an item to your to do list.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your android device is plugged in.,", THEN start smart lights [ACTION_Z].",LOCKED
IF area entered,", THEN turns on smart lights [ACTION_X].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns off the light [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the ifttt blog posts something tagged 'updates.' it's an easy way to stay on top of new services or features.,", THEN power-cycles a smart switch in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF co2 high,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weekly schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF new public video is posted,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF Wyze detects motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF wifi disconnected,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF super sticker received,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF battery is low,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF weekly schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF weekly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF wemo motion detected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF superchat received,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
IF today weather report,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF Arlo detects motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
IF Arlo detects motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when your robot completes a job.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your myfox security system detects an intrusion.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the specified device is set to cool mode,", THEN turns off smart lights [ACTION_W].",LOCKED
IF yearly schedule,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF home away mode,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you complete an item on your to do list.,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when a vehicle enters one of its geo-circles.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF wifi connected,", THEN toggles lights based on current state in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a new tweet matches your search query. note: limited to 15 tweets per check.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF temperature falls below a threshold,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF area entered,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF generic button press,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF camera motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF an SMS is received,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF generic button press,", THEN toggles lights based on current state in [ACTION_X].",LOCKED
IF quarter hour,", THEN turns off smart lights [ACTION_W].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger is fired from the assigned pusher on your kronaby watch.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF new public video is posted,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the preheating phase has finished. please note that you have to start the heating program with enabled fast preheat.,", THEN turns on the hood lighting [ACTION_Z].",LOCKED
IF sunset approaching,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF quarter hour,", THEN turns off a light switch [ACTION_W].",LOCKED
IF daily schedule,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF new public video is posted,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your timer goes off.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF WeMo light is turned on,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF quarter hour,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your timer goes off.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN turns off the light [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the twitter user you specify tweets.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger fires every time a song is played on amazon prime music. note: this trigger does not apply to songs provided by spotify, pandora, podcasts and sample clips.",", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF away mode exited,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a new photo is added to your camera roll.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF generic button press,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your timer goes off.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger fires when an issue occurs, such as low battery, device offline, etc.",", THEN turns on smart lights [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF Arlo detects motion,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF weekly schedule,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF area exited,", THEN turns on smart lights [ACTION_X].",LOCKED
IF area entered,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF tomorrow weather change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you log sleep above the target hours you specify.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF temperature rises above a threshold,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns on the hood lighting [ACTION_Z].",LOCKED
IF new public video is posted,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you add an item to your shopping list.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF Arlo detects motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alarm triggered,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time somebody rings your ring doorbell.,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF an SMS is received,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF home away mode,", THEN turns off smart lights [ACTION_W].",LOCKED
IF superchat received,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your timer goes off.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF apilio event,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a new item is added to the feed you specify.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF WeMo light is turned on,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you add an item to your to do list.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your netatmo rain gauge detects that it is raining.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF generic button press,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your myfox security system is disarmed.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF wemo motion detected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF area entered,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
