triggerDesc,actionDesc
IF local temperature is above a specified value,", THEN activates comfort mode."
IF local temperature is above a specified value,", THEN activates turbo mode."
IF local temperature is above a specified value,", THEN activates low power mode."
IF local temperature is above a specified value,", THEN activates default mode."
IF local temperature is above a specified value,", THEN activates maximum power."
IF local temperature is above a specified value,", THEN activates energy saving mode."
IF local temperature is above a specified value,", THEN activates auto mode."
IF local temperature is above a specified value,", THEN activates boost mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to eco mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to comfort mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to turbo mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to low power mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to default mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to maximum power."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to energy saving mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to auto mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to boost mode."
IF local temperature is above a specified value,", THEN sets the room temperature at low value."
IF local temperature is above a specified value,", THEN sets the room temperature at medium value."
IF local temperature is above a specified value,", THEN sets the room temperature at maximum value."
IF local temperature is above a specified value,", THEN sets the room temperature at minimum value ."
IF local temperature is above a specified value,", THEN sets the room temperature at default value."
IF local temperature is above a specified value,", THEN sets the room temperature at high value."
IF local temperature is above a specified value,", THEN sets the room temperature to power saving mode."
IF local temperature is above a specified value,", THEN sets the room temperature at moderate value."
IF local temperature is above a specified value,", THEN sets the room temperature at boosted value."
IF local temperature is above a specified value,", THEN sets a timed eco mode to hold."
IF local temperature is above a specified value,", THEN sets a timed comfort mode to hold."
IF local temperature is above a specified value,", THEN sets a timed turbo mode to hold."
IF local temperature is above a specified value,", THEN sets a timed low power mode to hold."
IF local temperature is above a specified value,", THEN sets a timed default mode to hold."
IF local temperature is above a specified value,", THEN sets a timed maximum power to hold."
IF local temperature is above a specified value,", THEN sets a timed energy saving mode to hold."
IF local temperature is above a specified value,", THEN sets a timed auto mode to hold."
IF local temperature is above a specified value,", THEN sets a timed boost mode to hold."
IF local temperature is above a specified value,", THEN sets heating mode at low value."
IF local temperature is above a specified value,", THEN sets heating mode at medium value."
IF local temperature is above a specified value,", THEN sets heating mode at maximum value."
IF local temperature is above a specified value,", THEN sets heating mode at minimum value ."
IF local temperature is above a specified value,", THEN sets heating mode at default value."
IF local temperature is above a specified value,", THEN sets heating mode at high value."
IF local temperature is above a specified value,", THEN sets heating mode to power saving mode."
IF local temperature is above a specified value,", THEN sets heating mode at moderate value."
IF local temperature is above a specified value,", THEN sets heating mode at boosted value."
IF local temperature is above a specified value,", THEN sets the target temperature at low value on the window air conditioner."
IF local temperature is above a specified value,", THEN sets the target temperature at medium value on the window air conditioner."
IF local temperature is above a specified value,", THEN sets the target temperature at maximum value on the window air conditioner."
IF local temperature is above a specified value,", THEN sets the target temperature at minimum value  on the window air conditioner."
IF local temperature is above a specified value,", THEN sets the target temperature at default value on the window air conditioner."
IF local temperature is above a specified value,", THEN sets the target temperature at high value on the window air conditioner."
IF local temperature is above a specified value,", THEN sets the target temperature to power saving mode on the window air conditioner."
IF local temperature is above a specified value,", THEN sets the target temperature at moderate value on the window air conditioner."
IF local temperature is above a specified value,", THEN sets the target temperature at boosted value on the window air conditioner."
IF local temperature is above a specified value,", THEN sets the thermostat temperature for a specific amount of time."
IF local temperature is above a specified value,", THEN sets the thermostat temperature for a while."
IF local temperature is above a specified value,", THEN sets the thermostat temperature for the entire day."
IF local temperature is above a specified value,", THEN sets the thermostat temperature for a limited time."
IF local temperature is above a specified value,", THEN sets the thermostat temperature until stopped."
IF local temperature is above a specified value,", THEN sets the thermostat temperature indefinitely."
IF local temperature is above a specified value,", THEN sets the thermostat temperature temporarily."
IF local temperature is above a specified value,", THEN sets the thermostat temperature until manually changed."
IF local temperature is above a specified value,", THEN sets the thermostat temperature continuously."
IF local temperature is above a specified value,", THEN the thermostat to the temperature you specify after a specified amount of time."
IF local temperature is above a specified value,", THEN the thermostat to the temperature you specify after a while."
IF local temperature is above a specified value,", THEN the thermostat to the temperature you specify after a large amount of time."
IF local temperature is above a specified value,", THEN the thermostat to the temperature you specify after a fixed delay."
IF local temperature is above a specified value,", THEN the thermostat to the temperature you specify without delay."
IF local temperature is above a specified value,", THEN the thermostat to the temperature you specify after several hours."
IF local temperature is above a specified value,", THEN the thermostat to the temperature you specify after a defined period ."
IF local temperature is above a specified value,", THEN the thermostat to the temperature you specify immediately."
IF local temperature is above a specified value,", THEN the thermostat to the temperature you specify much later."
IF local temperature is above a specified value,", THEN turns on the air conditioner in eco mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner in comfort mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner in turbo mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner in low power mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner in default mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner in maximum power."
IF local temperature is above a specified value,", THEN turns on the air conditioner in energy saving mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner in auto mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner in boost mode."
IF local temperature is above a specified value,", THEN configures thermostat fan mode at low value."
IF local temperature is above a specified value,", THEN configures thermostat fan mode at medium value."
IF local temperature is above a specified value,", THEN configures thermostat fan mode at maximum value."
IF local temperature is above a specified value,", THEN configures thermostat fan mode at minimum value ."
IF local temperature is above a specified value,", THEN configures thermostat fan mode at default value."
IF local temperature is above a specified value,", THEN configures thermostat fan mode at high value."
IF local temperature is above a specified value,", THEN configures thermostat fan mode to power saving mode."
IF local temperature is above a specified value,", THEN configures thermostat fan mode at moderate value."
IF local temperature is above a specified value,", THEN configures thermostat fan mode at boosted value."
IF local temperature is above a specified value,", THEN activates eco mode."
IF local temperature is above a specified value,", THEN activates comfort mode."
IF local temperature is above a specified value,", THEN activates turbo mode."
IF local temperature is above a specified value,", THEN activates low power mode."
IF local temperature is above a specified value,", THEN activates default mode."
IF local temperature is above a specified value,", THEN activates maximum power."
IF local temperature is above a specified value,", THEN activates energy saving mode."
IF local temperature is above a specified value,", THEN activates auto mode."
IF local temperature is above a specified value,", THEN activates boost mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to eco mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to comfort mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to turbo mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to low power mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to default mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to maximum power."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to energy saving mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to auto mode."
IF local temperature is above a specified value,", THEN turns on the air conditioner and configures settings to boost mode."
IF local temperature is above a specified value,", THEN sets the room temperature at low value."
IF local temperature is above a specified value,", THEN sets the room temperature at medium value."
IF local temperature is above a specified value,", THEN sets the room temperature at maximum value."
IF local temperature is above a specified value,", THEN sets the room temperature at minimum value ."
IF local temperature is above a specified value,", THEN sets the room temperature at default value."
IF local temperature is above a specified value,", THEN sets the room temperature at high value."
IF local temperature is above a specified value,", THEN sets the room temperature to power saving mode."
IF local temperature is above a specified value,", THEN sets the room temperature at moderate value."
IF local temperature is above a specified value,", THEN sets the room temperature at boosted value."
IF local temperature is above a specified value,", THEN sets a timed eco mode to hold."
IF local temperature is above a specified value,", THEN sets a timed comfort mode to hold."
IF local temperature is above a specified value,", THEN sets a timed turbo mode to hold."
IF local temperature is above a specified value,", THEN sets a timed low power mode to hold."
IF local temperature is above a specified value,", THEN sets a timed default mode to hold."
IF local temperature is above a specified value,", THEN sets a timed maximum power to hold."
IF local temperature is above a specified value,", THEN sets a timed energy saving mode to hold."
IF local temperature is above a specified value,", THEN sets a timed auto mode to hold."
IF local temperature is above a specified value,", THEN sets a timed boost mode to hold."
IF the user exits a specified area,", THEN sets the thermostat temperature for a specific amount of time."
IF the user exits a specified area,", THEN sets the thermostat temperature for a while."
IF the user exits a specified area,", THEN sets the thermostat temperature for the entire day."
IF the user exits a specified area,", THEN sets the thermostat temperature for a limited time."
IF the user exits a specified area,", THEN sets the thermostat temperature until stopped."
IF the user exits a specified area,", THEN sets the thermostat temperature indefinitely."
IF the user exits a specified area,", THEN sets the thermostat temperature temporarily."
IF the user exits a specified area,", THEN sets the thermostat temperature until manually changed."
IF the user exits a specified area,", THEN sets the thermostat temperature continuously."
IF the user exits a specified area,", THEN sets the thermostat mode to eco mode."
IF the user exits a specified area,", THEN sets the thermostat mode to comfort mode."
IF the user exits a specified area,", THEN sets the thermostat mode to turbo mode."
IF the user exits a specified area,", THEN sets the thermostat mode to low power mode."
IF the user exits a specified area,", THEN sets the thermostat mode to default mode."
IF the user exits a specified area,", THEN sets the thermostat mode to maximum power."
IF the user exits a specified area,", THEN sets the thermostat mode to energy saving mode."
IF the user exits a specified area,", THEN sets the thermostat mode to auto mode."
IF the user exits a specified area,", THEN sets the thermostat mode to boost mode."
IF the user exits a specified area,", THEN the thermostat to the temperature you specify after a specified amount of time."
IF the user exits a specified area,", THEN the thermostat to the temperature you specify after a while."
IF the user exits a specified area,", THEN the thermostat to the temperature you specify after a large amount of time."
IF the user exits a specified area,", THEN the thermostat to the temperature you specify after a fixed delay."
IF the user exits a specified area,", THEN the thermostat to the temperature you specify without delay."
IF the user exits a specified area,", THEN the thermostat to the temperature you specify after several hours."
IF the user exits a specified area,", THEN the thermostat to the temperature you specify after a defined period ."
IF the user exits a specified area,", THEN the thermostat to the temperature you specify immediately."
IF the user exits a specified area,", THEN the thermostat to the temperature you specify much later."
IF the user exits a specified area,", THEN turns heating mode off after a specified amount of time."
IF the user exits a specified area,", THEN turns heating mode off after a while."
IF the user exits a specified area,", THEN turns heating mode off after a large amount of time."
IF the user exits a specified area,", THEN turns heating mode off after a fixed delay."
IF the user exits a specified area,", THEN turns heating mode off without delay."
IF the user exits a specified area,", THEN turns heating mode off after several hours."
IF the user exits a specified area,", THEN turns heating mode off after a defined period ."
IF the user exits a specified area,", THEN turns heating mode off immediately."
IF the user exits a specified area,", THEN turns heating mode off much later."
IF the user exits a specified area,", THEN sets heating mode at low value."
IF the user exits a specified area,", THEN sets heating mode at medium value."
IF the user exits a specified area,", THEN sets heating mode at maximum value."
IF the user exits a specified area,", THEN sets heating mode at minimum value ."
IF the user exits a specified area,", THEN sets heating mode at default value."
IF the user exits a specified area,", THEN sets heating mode at high value."
IF the user exits a specified area,", THEN sets heating mode to power saving mode."
IF the user exits a specified area,", THEN sets heating mode at moderate value."
IF the user exits a specified area,", THEN sets heating mode at boosted value."
IF the user exits a specified area,", THEN sets a timed eco mode to hold."
IF the user exits a specified area,", THEN sets a timed comfort mode to hold."
IF the user exits a specified area,", THEN sets a timed turbo mode to hold."
IF the user exits a specified area,", THEN sets a timed low power mode to hold."
IF the user exits a specified area,", THEN sets a timed default mode to hold."
IF the user exits a specified area,", THEN sets a timed maximum power to hold."
IF the user exits a specified area,", THEN sets a timed energy saving mode to hold."
IF the user exits a specified area,", THEN sets a timed auto mode to hold."
IF the user exits a specified area,", THEN sets a timed boost mode to hold."
IF the user exits a specified area,", THEN sets the thermostat target temperature for a specific amount of time."
IF the user exits a specified area,", THEN sets the thermostat target temperature for a while."
IF the user exits a specified area,", THEN sets the thermostat target temperature for the entire day."
IF the user exits a specified area,", THEN sets the thermostat target temperature for a limited time."
IF the user exits a specified area,", THEN sets the thermostat target temperature until stopped."
IF the user exits a specified area,", THEN sets the thermostat target temperature indefinitely."
IF the user exits a specified area,", THEN sets the thermostat target temperature temporarily."
IF the user exits a specified area,", THEN sets the thermostat target temperature until manually changed."
IF the user exits a specified area,", THEN sets the thermostat target temperature continuously."
IF the user exits a specified area,", THEN resumes the programmed schedule for a specific amount of time."
IF the user exits a specified area,", THEN resumes the programmed schedule for a while."
IF the user exits a specified area,", THEN resumes the programmed schedule for the entire day."
IF the user exits a specified area,", THEN resumes the programmed schedule for a limited time."
IF the user exits a specified area,", THEN resumes the programmed schedule until stopped."
IF the user exits a specified area,", THEN resumes the programmed schedule indefinitely."
IF the user exits a specified area,", THEN resumes the programmed schedule temporarily."
IF the user exits a specified area,", THEN resumes the programmed schedule until manually changed."
IF the user exits a specified area,", THEN resumes the programmed schedule continuously."
IF the user exits a specified area,", THEN configures thermostat fan mode at low value."
IF the user exits a specified area,", THEN configures thermostat fan mode at medium value."
IF the user exits a specified area,", THEN configures thermostat fan mode at maximum value."
IF the user exits a specified area,", THEN configures thermostat fan mode at minimum value ."
IF the user exits a specified area,", THEN configures thermostat fan mode at default value."
IF the user exits a specified area,", THEN configures thermostat fan mode at high value."
IF the user exits a specified area,", THEN configures thermostat fan mode to power saving mode."
IF the user exits a specified area,", THEN configures thermostat fan mode at moderate value."
IF the user exits a specified area,", THEN configures thermostat fan mode at boosted value."
IF the user exits a specified area,", THEN sets home to eco mode."
IF the user exits a specified area,", THEN sets home to comfort mode."
IF the user exits a specified area,", THEN sets home to turbo mode."
IF the user exits a specified area,", THEN sets home to low power mode."
IF the user exits a specified area,", THEN sets home to default mode."
IF the user exits a specified area,", THEN sets home to maximum power."
IF the user exits a specified area,", THEN sets home to energy saving mode."
IF the user exits a specified area,", THEN sets home to auto mode."
IF the user exits a specified area,", THEN sets home to boost mode."
IF the user exits a specified area,", THEN sets cooling mode at low value."
IF the user exits a specified area,", THEN sets cooling mode at medium value."
IF the user exits a specified area,", THEN sets cooling mode at maximum value."
IF the user exits a specified area,", THEN sets cooling mode at minimum value ."
IF the user exits a specified area,", THEN sets cooling mode at default value."
IF the user exits a specified area,", THEN sets cooling mode at high value."
IF the user exits a specified area,", THEN sets cooling mode to power saving mode."
IF the user exits a specified area,", THEN sets cooling mode at moderate value."
IF the user exits a specified area,", THEN sets cooling mode at boosted value."
IF the user exits a specified area,", THEN sets the thermostat to eco mode."
IF the user exits a specified area,", THEN sets the thermostat to comfort mode."
IF the user exits a specified area,", THEN sets the thermostat to turbo mode."
IF the user exits a specified area,", THEN sets the thermostat to low power mode."
IF the user exits a specified area,", THEN sets the thermostat to default mode."
IF the user exits a specified area,", THEN sets the thermostat to maximum power."
IF the user exits a specified area,", THEN sets the thermostat to energy saving mode."
IF the user exits a specified area,", THEN sets the thermostat to auto mode."
IF the user exits a specified area,", THEN sets the thermostat to boost mode."
IF the user exits a specified area,", THEN sets thermostat group mode to eco mode."
IF the user exits a specified area,", THEN sets thermostat group mode to comfort mode."
IF the user exits a specified area,", THEN sets thermostat group mode to turbo mode."
IF the user exits a specified area,", THEN sets thermostat group mode to low power mode."
IF the user exits a specified area,", THEN sets thermostat group mode to default mode."
IF the user exits a specified area,", THEN sets thermostat group mode to maximum power."
IF the user exits a specified area,", THEN sets thermostat group mode to energy saving mode."
IF the user exits a specified area,", THEN sets thermostat group mode to auto mode."
IF the user exits a specified area,", THEN sets thermostat group mode to boost mode."
IF the user exits a specified area,", THEN cancels the current thermostat event after a specified amount of time."
IF the user exits a specified area,", THEN cancels the current thermostat event after a while."
IF the user exits a specified area,", THEN cancels the current thermostat event after a large amount of time."
IF the user exits a specified area,", THEN cancels the current thermostat event after a fixed delay."
IF the user exits a specified area,", THEN cancels the current thermostat event without delay."
IF the user exits a specified area,", THEN cancels the current thermostat event after several hours."
IF the user exits a specified area,", THEN cancels the current thermostat event after a defined period ."
IF the user exits a specified area,", THEN cancels the current thermostat event immediately."
IF the user exits a specified area,", THEN cancels the current thermostat event much later."
IF the user exits a specified area,", THEN sets the room temperature at low value."
IF the user exits a specified area,", THEN sets the room temperature at medium value."
IF the user exits a specified area,", THEN sets the room temperature at maximum value."
IF the user exits a specified area,", THEN sets the room temperature at minimum value ."
IF the user exits a specified area,", THEN sets the room temperature at default value."
IF the user exits a specified area,", THEN sets the room temperature at high value."
IF the user exits a specified area,", THEN sets the room temperature to power saving mode."
IF the user exits a specified area,", THEN sets the room temperature at moderate value."
IF the user exits a specified area,", THEN sets the room temperature at boosted value."
IF the user exits a specified area,", THEN sets the temperature at low value on thermostat."
IF the user exits a specified area,", THEN sets the temperature at medium value on thermostat."
IF the user exits a specified area,", THEN sets the temperature at maximum value on thermostat."
IF the user exits a specified area,", THEN sets the temperature at minimum value  on thermostat."
IF the user exits a specified area,", THEN sets the temperature at default value on thermostat."
IF the user exits a specified area,", THEN sets the temperature at high value on thermostat."
IF the user exits a specified area,", THEN sets the temperature to power saving mode on thermostat."
IF the user exits a specified area,", THEN sets the temperature at moderate value on thermostat."
IF the user exits a specified area,", THEN sets the temperature at boosted value on thermostat."
IF the user exits a specified area,", THEN sets heating mode to eco mode."
IF the user exits a specified area,", THEN sets heating mode to comfort mode."
IF the user exits a specified area,", THEN sets heating mode to turbo mode."
IF the user exits a specified area,", THEN sets heating mode to low power mode."
IF the user exits a specified area,", THEN sets heating mode to default mode."
IF the user exits a specified area,", THEN sets heating mode to maximum power."
IF the user exits a specified area,", THEN sets heating mode to energy saving mode."
IF the user exits a specified area,", THEN sets heating mode to auto mode."
IF the user exits a specified area,", THEN sets heating mode to boost mode."
IF the user exits a specified area,", THEN switches off the electric switch after a specified amount of time."
IF the user exits a specified area,", THEN switches off the electric switch after a while."
IF the user exits a specified area,", THEN switches off the electric switch after a large amount of time."
IF the user exits a specified area,", THEN switches off the electric switch after a fixed delay."
IF the user exits a specified area,", THEN switches off the electric switch without delay."
IF the user exits a specified area,", THEN switches off the electric switch after several hours."
IF the user exits a specified area,", THEN switches off the electric switch after a defined period ."
IF the user exits a specified area,", THEN switches off the electric switch immediately."
IF the user exits a specified area,", THEN switches off the electric switch much later."
IF a voice assistant is activated with a specific phrase,", THEN sets the thermostat temperature for a specific amount of time."
IF a voice assistant is activated with a specific phrase,", THEN sets the thermostat temperature for a while."
IF a voice assistant is activated with a specific phrase,", THEN sets the thermostat temperature for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN sets the thermostat temperature for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN sets the thermostat temperature until stopped."
IF a voice assistant is activated with a specific phrase,", THEN sets the thermostat temperature indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN sets the thermostat temperature temporarily."
IF a voice assistant is activated with a specific phrase,", THEN sets the thermostat temperature until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN sets the thermostat temperature continuously."
IF a voice assistant is activated with a specific phrase,", THEN boosts heating for a specific amount of time."
IF a voice assistant is activated with a specific phrase,", THEN boosts heating for a while."
IF a voice assistant is activated with a specific phrase,", THEN boosts heating for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN boosts heating for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN boosts heating until stopped."
IF a voice assistant is activated with a specific phrase,", THEN boosts heating indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN boosts heating temporarily."
IF a voice assistant is activated with a specific phrase,", THEN boosts heating until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN boosts heating continuously."
IF a voice assistant is activated with a specific phrase,", THEN starts heating at low value."
IF a voice assistant is activated with a specific phrase,", THEN starts heating at medium value."
IF a voice assistant is activated with a specific phrase,", THEN starts heating at maximum value."
IF a voice assistant is activated with a specific phrase,", THEN starts heating at minimum value ."
IF a voice assistant is activated with a specific phrase,", THEN starts heating at default value."
IF a voice assistant is activated with a specific phrase,", THEN starts heating at high value."
IF a voice assistant is activated with a specific phrase,", THEN starts heating to power saving mode."
IF a voice assistant is activated with a specific phrase,", THEN starts heating at moderate value."
IF a voice assistant is activated with a specific phrase,", THEN starts heating at boosted value."
IF a voice assistant is activated with a specific phrase,", THEN turns heating mode off after a specified amount of time."
IF a voice assistant is activated with a specific phrase,", THEN turns heating mode off after a while."
IF a voice assistant is activated with a specific phrase,", THEN turns heating mode off after a large amount of time."
IF a voice assistant is activated with a specific phrase,", THEN turns heating mode off after a fixed delay."
IF a voice assistant is activated with a specific phrase,", THEN turns heating mode off without delay."
IF a voice assistant is activated with a specific phrase,", THEN turns heating mode off after several hours."
IF a voice assistant is activated with a specific phrase,", THEN turns heating mode off after a defined period ."
IF a voice assistant is activated with a specific phrase,", THEN turns heating mode off immediately."
IF a voice assistant is activated with a specific phrase,", THEN turns heating mode off much later."
IF a voice assistant is activated with a specific phrase,", THEN configures thermostat fan mode at low value."
IF a voice assistant is activated with a specific phrase,", THEN configures thermostat fan mode at medium value."
IF a voice assistant is activated with a specific phrase,", THEN configures thermostat fan mode at maximum value."
IF a voice assistant is activated with a specific phrase,", THEN configures thermostat fan mode at minimum value ."
IF a voice assistant is activated with a specific phrase,", THEN configures thermostat fan mode at default value."
IF a voice assistant is activated with a specific phrase,", THEN configures thermostat fan mode at high value."
IF a voice assistant is activated with a specific phrase,", THEN configures thermostat fan mode to power saving mode."
IF a voice assistant is activated with a specific phrase,", THEN configures thermostat fan mode at moderate value."
IF a voice assistant is activated with a specific phrase,", THEN configures thermostat fan mode at boosted value."
IF a voice assistant is activated with a specific phrase,", THEN sets heating mode at low value."
IF a voice assistant is activated with a specific phrase,", THEN sets heating mode at medium value."
IF a voice assistant is activated with a specific phrase,", THEN sets heating mode at maximum value."
IF a voice assistant is activated with a specific phrase,", THEN sets heating mode at minimum value ."
IF a voice assistant is activated with a specific phrase,", THEN sets heating mode at default value."
IF a voice assistant is activated with a specific phrase,", THEN sets heating mode at high value."
IF a voice assistant is activated with a specific phrase,", THEN sets heating mode to power saving mode."
IF a voice assistant is activated with a specific phrase,", THEN sets heating mode at moderate value."
IF a voice assistant is activated with a specific phrase,", THEN sets heating mode at boosted value."
IF a voice assistant is activated with a specific phrase,", THEN sets the room temperature at low value."
IF a voice assistant is activated with a specific phrase,", THEN sets the room temperature at medium value."
IF a voice assistant is activated with a specific phrase,", THEN sets the room temperature at maximum value."
IF a voice assistant is activated with a specific phrase,", THEN sets the room temperature at minimum value ."
IF a voice assistant is activated with a specific phrase,", THEN sets the room temperature at default value."
IF a voice assistant is activated with a specific phrase,", THEN sets the room temperature at high value."
IF a voice assistant is activated with a specific phrase,", THEN sets the room temperature to power saving mode."
IF a voice assistant is activated with a specific phrase,", THEN sets the room temperature at moderate value."
IF a voice assistant is activated with a specific phrase,", THEN sets the room temperature at boosted value."
IF a voice assistant is activated with a specific phrase,", THEN sets a timed eco mode to hold."
IF a voice assistant is activated with a specific phrase,", THEN sets a timed comfort mode to hold."
IF a voice assistant is activated with a specific phrase,", THEN sets a timed turbo mode to hold."
IF a voice assistant is activated with a specific phrase,", THEN sets a timed low power mode to hold."
IF a voice assistant is activated with a specific phrase,", THEN sets a timed default mode to hold."
IF a voice assistant is activated with a specific phrase,", THEN sets a timed maximum power to hold."
IF a voice assistant is activated with a specific phrase,", THEN sets a timed energy saving mode to hold."
IF a voice assistant is activated with a specific phrase,", THEN sets a timed auto mode to hold."
IF a voice assistant is activated with a specific phrase,", THEN sets a timed boost mode to hold."
IF a voice assistant is activated with a specific phrase,", THEN turns on the air conditioner and configures settings to eco mode."
IF a voice assistant is activated with a specific phrase,", THEN turns on the air conditioner and configures settings to comfort mode."
IF a voice assistant is activated with a specific phrase,", THEN turns on the air conditioner and configures settings to turbo mode."
IF a voice assistant is activated with a specific phrase,", THEN turns on the air conditioner and configures settings to low power mode."
IF a voice assistant is activated with a specific phrase,", THEN turns on the air conditioner and configures settings to default mode."
IF a voice assistant is activated with a specific phrase,", THEN turns on the air conditioner and configures settings to maximum power."
IF a voice assistant is activated with a specific phrase,", THEN turns on the air conditioner and configures settings to energy saving mode."
IF a voice assistant is activated with a specific phrase,", THEN turns on the air conditioner and configures settings to auto mode."
IF a voice assistant is activated with a specific phrase,", THEN turns on the air conditioner and configures settings to boost mode."
IF a voice assistant is activated with a specific phrase,", THEN increases room temperature at low value."
IF a voice assistant is activated with a specific phrase,", THEN increases room temperature at medium value."
IF a voice assistant is activated with a specific phrase,", THEN increases room temperature at maximum value."
IF a voice assistant is activated with a specific phrase,", THEN increases room temperature at minimum value ."
IF a voice assistant is activated with a specific phrase,", THEN increases room temperature at default value."
IF a voice assistant is activated with a specific phrase,", THEN increases room temperature at high value."
IF a voice assistant is activated with a specific phrase,", THEN increases room temperature to power saving mode."
IF a voice assistant is activated with a specific phrase,", THEN increases room temperature at moderate value."
IF a voice assistant is activated with a specific phrase,", THEN increases room temperature at boosted value."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts freezer cooling for a specific amount of time."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts freezer cooling for a while."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts freezer cooling for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts freezer cooling for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts freezer cooling until stopped."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts freezer cooling indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts freezer cooling temporarily."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts freezer cooling until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts freezer cooling continuously."
IF a voice assistant is activated with a specific phrase,", THEN decreases room temperature after a specified amount of time."
IF a voice assistant is activated with a specific phrase,", THEN decreases room temperature after a while."
IF a voice assistant is activated with a specific phrase,", THEN decreases room temperature after a large amount of time."
IF a voice assistant is activated with a specific phrase,", THEN decreases room temperature after a fixed delay."
IF a voice assistant is activated with a specific phrase,", THEN decreases room temperature without delay."
IF a voice assistant is activated with a specific phrase,", THEN decreases room temperature after several hours."
IF a voice assistant is activated with a specific phrase,", THEN decreases room temperature after a defined period ."
IF a voice assistant is activated with a specific phrase,", THEN decreases room temperature immediately."
IF a voice assistant is activated with a specific phrase,", THEN decreases room temperature much later."
IF a voice assistant is activated with a specific phrase,", THEN turns off heating after a specified amount of time."
IF a voice assistant is activated with a specific phrase,", THEN turns off heating after a while."
IF a voice assistant is activated with a specific phrase,", THEN turns off heating after a large amount of time."
IF a voice assistant is activated with a specific phrase,", THEN turns off heating after a fixed delay."
IF a voice assistant is activated with a specific phrase,", THEN turns off heating without delay."
IF a voice assistant is activated with a specific phrase,", THEN turns off heating after several hours."
IF a voice assistant is activated with a specific phrase,", THEN turns off heating after a defined period ."
IF a voice assistant is activated with a specific phrase,", THEN turns off heating immediately."
IF a voice assistant is activated with a specific phrase,", THEN turns off heating much later."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts refrigerator cooling for a specific amount of time."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts refrigerator cooling for a while."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts refrigerator cooling for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts refrigerator cooling for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts refrigerator cooling until stopped."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts refrigerator cooling indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts refrigerator cooling temporarily."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts refrigerator cooling until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN temporarily boosts refrigerator cooling continuously."
IF a voice assistant is activated with a specific phrase,", THEN resumes the programmed schedule for a specific amount of time."
IF a voice assistant is activated with a specific phrase,", THEN resumes the programmed schedule for a while."
IF a voice assistant is activated with a specific phrase,", THEN resumes the programmed schedule for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN resumes the programmed schedule for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN resumes the programmed schedule until stopped."
