id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory
X7tfmSMC,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,BDR Thermea Group,Set mode,This action will set the heating mode of the thermostat.,Thermostat/Heating
XANrJE4k,Nest Thermostat,Nest set to Away,This Trigger fires every time the home you specify is set to Away.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
XBVYiZkm,ComEd,Peak Time Savings - Savings Hours Announced,This trigger activates whenever Peak Time Savings Hours are announced and during various stages of an event.,ecobee,Set thermostat comfort profile for X hours,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect for the specified number of hours.,Thermostat/Heating
XPJcCuL4,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
XTqckauw,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,BDR Thermea Group,Set temperature,This action will set the temperature on the thermostat.,Thermostat/Heating
XVtcbqMi,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
XY8SkzvN,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Heatzy,Set cool mode,This action will set a specific device on cool mode,Thermostat/Heating
XZnEwYaN,ComEd,Change in Average Price,This trigger fires for an account that is on a dynamic pricing plan such as the Residential Hourly Pricing program or other real time market rates whenever the average price changes.,Honeywell Total Connect Comfort,Resume programmed schedule,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.,Thermostat/Heating
XcdSQWfU,Nuki Smart Lock,Arrive home,This trigger fires every time someone unlocks the door with Auto Unlock.,Heatzy,Set cool mode,This action will set a specific device on cool mode,Thermostat/Heating
XdS8RwqG,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,AQUAREA Smart Cloud,Change Heat Mode settings,This action will change operation settings for Heat Mode in your device. ,Thermostat/Heating
Xeci4y8S,EDF : vos plages tarifaires,Début de plage tarifaire,Ce trigger se déclenche lorsque la plage tarifaire choisie commence dans votre logement.,Netatmo Thermostat,Switch schedule,This Action will change the schedule for the corresponding home.,Thermostat/Heating
Xf6BTFQp,ZEEQ Smart Pillow by REM-Fit,ZEEQ 'Start Sleep' Button,This trigger fires when you press the 'Start Sleep' button in the ZEEQ app.,tadoº Heating,Turn heating off,This Action will turn your heating off.,Thermostat/Heating
XfRdrM5A,Google Calendar,Event from search starts,"This Trigger fires a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location. Ingredient will be based on the zone set in Google.",Heatzy,Set heat mode,This action will set a specific device on heat mode,Thermostat/Heating
XqmEdtej,Android SMS,New SMS received matches search,This Trigger fires every time you receive an SMS on your Android device that matches a search you specify.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
XuMqzg3t,ComEd,Change in Average Price,This trigger fires for an account that is on a dynamic pricing plan such as the Residential Hourly Pricing program or other real time market rates whenever the average price changes.,ecobee,Set thermostat comfort profile for X hours,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect for the specified number of hours.,Thermostat/Heating
XubsXA2P,Button widget,Button press,This trigger fires every time you press the button.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
XvZAk3RD,Phyn,Alert detected,This trigger fires when Phyn detects an alert.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
XxYUtV2M,SmartThings,Any new motion,This Trigger fires every time your SmartThings device senses motion.,ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
XyKqsM82,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Heatzy,Set cool mode,This action will set a specific device on cool mode,Thermostat/Heating
XzwGeitd,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,ecobee,Set thermostat hold until next transition,This action will set the thermostat into a hold with the specified temperature and the end date/time will be set to the next climate transition in the program.,Thermostat/Heating
Y25HyizE,Button widget,Button press,This trigger fires every time you press the button.,Netatmo Thermostat,Go back to schedule,This Action will order your home to go back to default schedule.,Thermostat/Heating
Y2Amt4Ev,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
Y2iTLN5R,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
Y3praDd2,HAVEN IAQ,PM2.5 threshold is crossed ,This Trigger fires whenever the measured Particulate Matter of 2.5 microns in size (PM2.5) is above or below the threshold.,Honeywell Total Connect Comfort,Set fan to on or auto,This Action will set the Honeywell thermostat fan to On where the fan is always on or Auto where the fan runs only when the heating or cooling system is on.,Thermostat/Heating
YADfkZYr,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",AQUAREA Smart Cloud,Change Heat Mode settings,This action will change operation settings for Heat Mode in your device. ,Thermostat/Heating
YBGMiJAt,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
YH3Wf7YR,Location,You enter an area,This Trigger fires every time you enter an area you specify.,nVent Nuheat Signature Thermostat,Set temperature,This action will set the thermostat temperature,Thermostat/Heating
YJ3XFZ86,ecobee,Thermostat indoor humidity is greater than,This trigger fires every time your ecobee thermostat senses that the indoor humidity is greater than a specific value you supply.,ecobee,Set thermostat comfort profile for X hours,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect for the specified number of hours.,Thermostat/Heating
YK9vdUbq,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Honeywell Total Connect Comfort,Resume programmed schedule,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.,Thermostat/Heating
YPvkF3su,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature range,This Action will set a Nest Thermostat in Heat-Cool mode to the temperature range you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
YQEreipF,Nest Thermostat,Temperature rises above,This Trigger fires every time the temperature rises above a threshold you specify.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
YS63YpVz,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
YTbeSCwJ,Nest Thermostat,Temperature rises above,This Trigger fires every time the temperature rises above a threshold you specify.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
YTfmbXxB,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
YZ64Ctj7,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
YZG4gWec,Google Calendar,Event from search starts,"This Trigger fires a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location. Ingredient will be based on the zone set in Google.",Netatmo Thermostat,Switch schedule,This Action will change the schedule for the corresponding home.,Thermostat/Heating
YbC6ZPsn,Foobot,Pollution is high,This Trigger fires when global air pollution is higher than 50.,Honeywell Total Connect Comfort,Set fan to on or auto,This Action will set the Honeywell thermostat fan to On where the fan is always on or Auto where the fan runs only when the heating or cooling system is on.,Thermostat/Heating
YdN2UcJj,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Honeywell Total Connect Comfort,Set temperature for a period of time,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.,Thermostat/Heating
Yg83XJFK,Is It Christmas?,Is It Christmas?,This Trigger fires every time it is Christmas in the time zone you specify.,ecobee,Set thermostat indefinite hold,This action will set the thermostat into an indefinite hold with the specified temperature.,Thermostat/Heating
YgJNZBsG,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
YkU5mwPY,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Hive Active Heating™ - UK and Europe,Boost hot water,This Action will boost your hot water for 1 hour.,Thermostat/Heating
YkYzhdvD,SmartThings,Presence detected,This Trigger fires every time your SmartThings device's presence is detected.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
YuiPexqz,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Netatmo Thermostat,Set to manual mode,This Action will set your thermostat to manual mode.,Thermostat/Heating
YwMUsa9f,Fort Collins Utilities Time of Day Pricing,Time of Day Peak Rates START/END,This trigger fires when time-of-day peak rates start or end.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
Z6gzJDxu,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
ZMWqywz2,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,BDR Thermea Group,Set mode,This action will set the heating mode of the thermostat.,Thermostat/Heating
ZRtHSW9V,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
ZnfTsUNj,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Netatmo Thermostat,Set to manual mode,This Action will set your thermostat to manual mode.,Thermostat/Heating
Zt3RYvKW,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
ZvCzxQmc,NPR,New story published,"The Trigger fires every time a new story is published on NPR in the selected category, program, or topic.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
ZvfYcn5d,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Honeywell Total Connect Comfort,Set temperature for a period of time,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.,Thermostat/Heating
a2ihvQtP,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
a53NAjck,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
a58sJ6qc,Button widget,Button press,This trigger fires every time you press the button.,ecobee,Set thermostat comfort profile for X hours,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect for the specified number of hours.,Thermostat/Heating
a7k8phAy,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Honeywell Total Connect Comfort,Set temperature for a period of time,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.,Thermostat/Heating
a8YNLsMa,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
a9ZJUqRr,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
aG8m2Rth,Button widget,Button press,This trigger fires every time you press the button.,Wink: Aros,Turn A/C on,This Action will turn your Aros A/C on and set to a temperature you specify.,Thermostat/Heating
aHZupb4N,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Honeywell Total Connect Comfort,Set temperature for a period of time,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.,Thermostat/Heating
aMKQNE6y,Button widget,Button press,This trigger fires every time you press the button.,AQUAREA Smart Cloud,Change Heat Mode settings,This action will change operation settings for Heat Mode in your device. ,Thermostat/Heating
aMhC3T5x,Location,You enter an area,This Trigger fires every time you enter an area you specify.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
aNjZFYEA,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
aPzjYq9E,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
aV4SwqcD,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Mysa Thermostat,Change the setpoint,This action will change the setpoint of a device to the desired value.,Thermostat/Heating
aYMhPtg4,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
ahbY5XDB,eWeLink Smart Home,1-Channel Switch turned on or off,This trigger fires when your eWeLink Support 1-Channel Switch is turned on or off.,Heatmiser,Set Temperature,The Action will set the temperature on the selected Heatmiser Thermostat.,Thermostat/Heating
ajFaWgNH,Wink: Spotter,Temperature drops below,This Trigger fires every time the temperature measured by your Spotter drops below the value you specify.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
akDdKsaH,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Wink: Aros,Turn A/C on,This Action will turn your Aros A/C on and set to a temperature you specify.,Thermostat/Heating
amNGxJ48,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Honeywell Total Connect Comfort,Set temperature to a permanent hold,This Action will set your Honeywell thermostat to permanently hold the specified temperature until you change it.,Thermostat/Heating
anASu8Tq,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,ecobee,Set thermostat hold for X hours,This action will set the thermostat into a hold with the specified temperature for the specified number of hours.,Thermostat/Heating
ar5LGmw4,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Honeywell Total Connect Comfort,Resume programmed schedule,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.,Thermostat/Heating
arEAVjKw,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Honeywell Total Connect Comfort,Set temperature for a period of time,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.,Thermostat/Heating
arx7Q5Zb,Button widget,Button press,This trigger fires every time you press the button.,Home Connect Oven,Start heating mode,This action will start the selected heating mode at your preferred temperature and duration.,Thermostat/Heating
avQdpbjs,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Sensibo,Turn A/C on,"Turn your A/C on with a set temperature, mode and fan level.",Thermostat/Heating
awfGv6aH,ecobee,Thermostat outdoor temperature is less than,This trigger fires every time your ecobee thermostat senses that the outdoor temperature is less than a specific value you supply.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
b96GRrjF,Email,Send IFTTT an email tagged,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
bAJKsLZu,SmartThings,Switched on,This Trigger fires every time your SmartThings device is switched on.,ecobee,Set thermostat comfort profile for X hours,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect for the specified number of hours.,Thermostat/Heating
bCLJ8FMS,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Wink: Aros,Turn A/C on,This Action will turn your Aros A/C on and set to a temperature you specify.,Thermostat/Heating
bJBPc8gd,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Honeywell Total Connect Comfort,Resume programmed schedule,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.,Thermostat/Heating
bKTF63ps,Agile Octopus,Energy price change,Use this trigger to fire something when your electricity price falls or rises past your set threshold and between your preferred time settings.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
bNDhCu5X,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nefit Easy,Set room temperature,This Action will set the current room temperature to a level of your choice. This temperature level can be adjusted manually or if Clock Mode is activated.,Thermostat/Heating
bTRr6YbU,OhmConnect,An #OhmHour ends,This trigger fires when an OhmHour ends.,ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
bVrjSGmk,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",AQUAREA Smart Cloud,Change Heat Mode settings,This action will change operation settings for Heat Mode in your device. ,Thermostat/Heating
bW8zfiJ3,Apilio,Receive an event from Apilio,This trigger fires every time IFTTT receives a specific event from Apilio.,Honeywell Total Connect Comfort,Set temperature to a permanent hold,This Action will set your Honeywell thermostat to permanently hold the specified temperature until you change it.,Thermostat/Heating
bXNh4sDz,Netatmo Weather Station,Carbon dioxide rises above,This Trigger fires every time the carbon dioxide rises above a value you specify.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
bZ2jNEhw,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
bZReYdJE,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,Home Connect Fridge Freezer,Activate Fresh mode,This action will activate Fresh mode on your appliance. Note that this will change set point temperature and manually changing it will disable the Fresh mode.,Thermostat/Heating
bbLzidKj,ecobee,Thermostat indoor temperature is less than,This trigger fires every time your ecobee thermostat senses that the indoor temperature is less than a specific value you supply.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
bcUzjixE,Twitter,New tweet by you with hashtag,This Trigger fires every time you post a new tweet with a specific hashtag.,Nature Remo,Turn on air conditioner,"This action will turn on your air conditioner and set target temperature, AC operation mode and air volume settings.

Note: Please use the Control Home Appliances actions for the button registered by learning mode.",Thermostat/Heating
bjFiUy9Y,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
c3XhxEem,Location,You exit an area,This Trigger fires every time you exit an area you specify.,nVent Nuheat Signature Thermostat,Set group mode,This action will set a thermostat group mode,Thermostat/Heating
c8D4nA6X,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Honeywell Total Connect Comfort,Set temperature for a period of time,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.,Thermostat/Heating
c8js4iCA,Fort Collins Utilities Time of Day Pricing,Time of Day Peak Rates START/END,This trigger fires when time-of-day peak rates start or end.,GE Appliances Window AC,Set target temperature,This Action will set a target temperature on your window ac unit.,Thermostat/Heating
cBeU4D6b,Location,You exit an area,This Trigger fires every time you exit an area you specify.,ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
cHkmKuL4,Location,You exit an area,This Trigger fires every time you exit an area you specify.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
cMFVxdeS,Button widget,Button press,This trigger fires every time you press the button.,Hive Active Heating™ - UK and Europe,Boost heating ,This Action will boost heating to the temperature and duration you specify.,Thermostat/Heating
cQjcbCL2,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
cXFZtGYQ,Google Calendar,Event from search starts,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",ecobee,Set thermostat comfort profile for X hours,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect for the specified number of hours.,Thermostat/Heating
cZcW8NDV,Nest Protect,Smoke alarm warning,This Trigger fires every time the Nest Protect you specify detects warning smoke levels.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
cZeh3zmf,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
caZBHgpM,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
caqFJd92,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Netatmo Thermostat,Set to away mode,This Action will set your home to away mode.,Thermostat/Heating
ce5aTciC,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Honeywell Total Connect Comfort,Set temperature to a permanent hold,This Action will set your Honeywell thermostat to permanently hold the specified temperature until you change it.,Thermostat/Heating
chPEFk3d,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
cpHQGVRb,Wireless Tag,Door or window is opened,This Trigger fires when a specified motion sensor tag(s) or reed sensor(s) detect that a door or window is open.,Heatmiser,Set Standby Mode,This Action will activate Standby Mode on the selected Heatmiser Thermostat.,Thermostat/Heating
cq3MptTr,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,GE Appliances Window AC,Set target temperature,This Action will set a target temperature on your window ac unit.,Thermostat/Heating
cv3wa8KQ,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,BDR Thermea Group,Set temperature,This action will set the temperature on the thermostat.,Thermostat/Heating
cwJ8ATKG,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
